"Proteins Unique Sequence ID"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Contaminant"	"Coverage in Percent"	"Number of Unique Peptides"	"MW in kDa"	"Abundances Grouped buffer16 Control"	"Abundances Grouped buffer16 Sample"	"Abundances Grouped buffer19 Control"	"Abundances Grouped buffer19 Sample"	"Abundances Grouped buffer2 Control"	"Abundances Grouped buffer2 Sample"	"Abundances Grouped buffer25 Control"	"Abundances Grouped buffer25 Sample"	"Abundances Grouped buffer29 Control"	"Abundances Grouped buffer29 Sample"	"Abundances Grouped buffer3 Control"	"Abundances Grouped buffer3 Sample"	"Abundance F9 Heavy Control a buffer16"	"Abundance F10 Heavy Control b buffer16"	"Abundance F11 Heavy Control c buffer16"	"Abundance F12 Heavy Control d buffer16"	"Abundance F9 Light Sample a buffer16"	"Abundance F10 Light Sample b buffer16"	"Abundance F11 Light Sample c buffer16"	"Abundance F12 Light Sample d buffer16"	"Abundance F13 Heavy Control a buffer19"	"Abundance F14 Heavy Control b buffer19"	"Abundance F15 Heavy Control c buffer19"	"Abundance F16 Heavy Control d buffer19"	"Abundance F13 Light Sample a buffer19"	"Abundance F14 Light Sample b buffer19"	"Abundance F15 Light Sample c buffer19"	"Abundance F16 Light Sample d buffer19"	"Abundance F1 Heavy Control a buffer2"	"Abundance F2 Heavy Control b buffer2"	"Abundance F3 Heavy Control c buffer2"	"Abundance F4 Heavy Control d buffer2"	"Abundance F1 Light Sample a buffer2"	"Abundance F2 Light Sample b buffer2"	"Abundance F3 Light Sample c buffer2"	"Abundance F4 Light Sample d buffer2"	"Abundance F17 Heavy Control a buffer25"	"Abundance F18 Heavy Control b buffer25"	"Abundance F19 Heavy Control c buffer25"	"Abundance F20 Heavy Control d buffer25"	"Abundance F17 Light Sample a buffer25"	"Abundance F18 Light Sample b buffer25"	"Abundance F19 Light Sample c buffer25"	"Abundance F20 Light Sample d buffer25"	"Abundance F21 Heavy Control a buffer29"	"Abundance F22 Heavy Control b buffer29"	"Abundance F23 Heavy Control c buffer29"	"Abundance F24 Heavy Control d buffer29"	"Abundance F21 Light Sample a buffer29"	"Abundance F22 Light Sample b buffer29"	"Abundance F23 Light Sample c buffer29"	"Abundance F24 Light Sample d buffer29"	"Abundance F5 Heavy Control a buffer3"	"Abundance F6 Heavy Control b buffer3"	"Abundance F7 Heavy Control c buffer3"	"Abundance F8 Heavy Control d buffer3"	"Abundance F5 Light Sample a buffer3"	"Abundance F6 Light Sample b buffer3"	"Abundance F7 Light Sample c buffer3"	"Abundance F8 Light Sample d buffer3"	"Modifications"
"3230263422708412736"	"High"	"IsMasterProtein"	"Q6UWP8"	"Suprabasin OS=Homo sapiens OX=9606 GN=SBSN PE=1 SV=2"	"False"	"40"	"11"	"60.5"	"380961.725736672"	"1446937.20306249"	"58025.4907226563"	"1402244.41587599"	"37060.0825195313"	"699629.387343517"	"74574.484375"	"934976.595829962"	"61634.5596324972"	"233957.171118157"	"56580.5275878906"	"968576.838761896"	"46230.05078125"	"48687.96484375"	"2980856.5"	"3109913.203125"	"1214011.81921387"	"305224.534179688"	"1724552.625"	"4932736.49023438"	""	""	""	"58025.4907226563"	"387090.5703125"	"1628229.59375"	"1207624.16394043"	"2342377.53125"	""	"37060.0825195313"	"6819.953125"	"127292.37109375"	"782530.013671875"	"625511.189453125"	"851907.514648438"	"104614.852539063"	"14708.994140625"	""	"74574.484375"	"108315.8984375"	"3563126.32189941"	"872841.98828125"	"1001534.3515625"	"574546.979492188"	"102443.625"	"64317.28125"	"59063.736328125"	"57614.12890625"	"144691.557617188"	"378294.067871094"	"100521.87109375"	"922574.048828125"	"58981.974609375"	"49313.1225585938"	""	"56580.5275878906"	"1447540.04016113"	"625200.369140625"	"917424.313964844"	"1022581.45800781"	""
"-350799256897101530"	"High"	"IsMasterProtein"	"Q9NSB2"	"Keratin, type II cuticular Hb4 OS=Homo sapiens OX=9606 GN=KRT84 PE=2 SV=2"	"True"	"34"	"13"	"64.8"	""	"99796.828125"	"287825.414822474"	"1019124.42151551"	""	""	""	"105092.34375"	""	"151660.640625"	""	"977950.125"	""	""	""	""	""	""	"99796.828125"	""	"295945.46875"	"279928.15625"	""	""	"5732634.7890625"	"181175.78125"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"105092.34375"	""	""	""	""	""	""	""	"151660.640625"	""	""	""	""	""	""	""	""	"977950.125"	""
"-8333902830713908614"	"High"	"IsMasterProtein"	"P05388"	"60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1"	"False"	"33"	"8"	"34.3"	"76763.9372584981"	"133383.843374192"	"1276340.01337073"	"1432630.98166867"	"401514.448362233"	"460960.890936106"	"379709.560704195"	"579895.417145226"	"84007.109375"	"149589.690733382"	"1819573.27687043"	"1611528.9920075"	""	"41607.6484375"	""	"141625.453125"	"85414.0795898438"	"163338.3984375"	"320047.861328125"	"108922.640625"	"129863.767578125"	"1123713.9140625"	"1449696.234375"	"1902423.703125"	"213287.10546875"	"1175039.21875"	"1746691.9375"	"1953188.23828125"	"370808.34375"	"457847.875"	"434763.28125"	"161455.779296875"	"763743.2578125"	"549804.0234375"	"386473.96875"	"211096.15625"	"114059.71875"	"356798.765625"	"404091.505859375"	"522501.25"	"150539.296875"	"878673.328125"	"659211.16015625"	"510122.87890625"	""	"84007.109375"	""	""	"166386.1875"	"212924.866210938"	"105160.3359375"	"134488.78125"	"1844825.8359375"	"1103843.4765625"	"1794666.3828125"	"2243006.6328125"	"1330560.375"	"1056404.40625"	"1951828.5234375"	"2368877.1328125"	""
"5246229202853777297"	"High"	"IsMasterProtein"	"Q14CN4"	"Keratin, type II cytoskeletal 72 OS=Homo sapiens OX=9606 GN=KRT72 PE=1 SV=2"	"True"	"9"	"1"	"55.8"	""	""	"125143.2109375"	"228320.984375"	""	""	""	""	""	""	"215506.140625"	""	""	""	""	""	""	""	""	""	"87024.6015625"	""	"125143.2109375"	"171885.671875"	"228320.984375"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"215506.140625"	"214890.671875"	"287358.34375"	""	""	""	""	""
"5860856138791644160"	"High"	"IsMasterProtein"	"Q9Y5A9"	"YTH domain-containing family protein 2 OS=Homo sapiens OX=9606 GN=YTHDF2 PE=1 SV=2"	"False"	"22"	"6"	"62.3"	"95060.8125"	"884418.883770227"	"2723272.31288708"	"3859076.57402637"	"229244.67133693"	"602542.603617144"	"575329.345524529"	"1329295.44808971"	"260189.029180687"	"1499081.85867321"	"278849.86453991"	"936538.310067306"	""	"56864.9375"	"110459.328125"	"95060.8125"	"702543.125"	"565745.625"	"1354510.078125"	"1113379"	"1765979"	"3256440.09375"	"3510004.65625"	"2277398.59375"	"2761297.5859375"	"4626244.5"	"4310428.03125"	"3454986.8125"	"230739.84375"	"167733.125"	"278554.0234375"	"227759.1875"	"1358583.3125"	"609573.9375"	"595592.375"	"510919.5"	"365294.8125"	"945258.0625"	"509660.6875"	"649459.265625"	"1753079.21875"	"1007955.8125"	"1775232.9375"	"745321.84375"	"277988.28125"	"249616.3125"	"271209.5625"	"224897.015625"	"1695403.71875"	"1215490.375"	"1458706.15625"	"1540575.125"	"352099.4609375"	"289442.6953125"	"268644.703125"	"180589.59375"	"721223.125"	"902284.65625"	"972092.34375"	"1015060.5"	"Met-loss+Acetyl [N-Term]"
"-2847148615950550488"	"High"	"IsMasterProtein"	"P20700"	"Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2"	"False"	"35"	"15"	"66.4"	"113202.126953125"	"223769.999925619"	"348255.637785069"	"1076890.11282692"	"1036530.08320487"	"3499788.29672647"	"236539.87890625"	"770746.160056301"	"60629.222850232"	"539396.141940056"	"939986.469682358"	"2146967.36985589"	""	"154054.6640625"	"113202.126953125"	"32103.484375"	"35114.515625"	"198863.422851563"	"482742.9765625"	"251795.9921875"	"101990.759765625"	"513563.20703125"	"328402.515625"	"369308.953125"	"304662.17578125"	"827893"	"1400775.6015625"	"1876343.3359375"	"1214602.6015625"	"1914121.26953125"	"858507.2578125"	"884564.72265625"	"4221213.5234375"	"5105762.2421875"	"2901658.03125"	"1452792.21875"	""	"281869.27734375"	"236539.87890625"	"162323.23828125"	"925553.796875"	"1089018.94140625"	"641831.56640625"	"423181.8671875"	"64834.15625"	"56697.0078125"	"40399.60546875"	"76878.8125"	"199131.30078125"	"782811.134765625"	"521382.2578125"	"558032.41015625"	"922623.5"	"957676.1953125"	"604789.984375"	"1253895.5625"	"2015469.28125"	"2287044.97265625"	"1788222.5625"	"3165460.546875"	""
"-2262993958771163174"	"High"	"IsMasterProtein"	"P40926"	"Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3"	"False"	"37"	"9"	"35.5"	"131202.241765713"	"750141.643540031"	"767864.767758279"	"2471144.79135107"	"1059543.11696404"	"2950906.34634441"	"686521.757086234"	"2476588.33061075"	"328047.010402105"	"1008583.66751393"	"1235390.90497858"	"3243986.07857075"	"43500.91015625"	"66213.546875"	"259977.4375"	"399316.234375"	"573775.6875"	"434564.16796875"	"980718.59375"	"1758531.84375"	"102719.0703125"	"782257.3046875"	"753737.03515625"	"1586612.203125"	"498890.421875"	"2238010.21875"	"2728565.1015625"	"3236892.3515625"	"1126748.2265625"	"1751814.3671875"	"996346.46875"	"712522.4453125"	"3384823.921875"	"3391923.734375"	"2572614.84375"	"1715270.0234375"	"371612.3671875"	"875098.875"	"625209.140625"	"753847.140625"	"2048401.109375"	"3892380.62890625"	"2069408.546875"	"2963885.390625"	"361706.640625"	"297519.671875"	"472937.015625"	"285437.828125"	"1048089.1015625"	"970567.3046875"	"442667.203125"	"1184092.3046875"	"1278993.859375"	"1193274.4453125"	"1096489.4453125"	"1603505.2265625"	"3500855.328125"	"2921057.3125"	"3234703.2109375"	"3253295.5859375"	""
"240711896831941506"	"High"	"IsMasterProtein"	"P23396"	"40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2"	"False"	"53"	"10"	"26.7"	"484172.108147825"	"740300.850209777"	"3864757.26708088"	"4125174.96653687"	"1493503.42499578"	"1748448.35993064"	"659393.530280924"	"1616135.11533155"	"688312.192968991"	"842855.756881748"	"3170275.96439804"	"4262317.11785949"	"68357.2734375"	"274109.609375"	"855214.9296875"	"1228023.8515625"	"431650.59765625"	"546492.109375"	"1002842.19921875"	"1931696.7109375"	"613683.5703125"	"3604472"	"4143838.19140625"	"4590214.78125"	"1013614.5859375"	"3426398.80859375"	"5036591.34375"	"4966458.796875"	"1867244.15625"	"2343673.5390625"	"1194569.265625"	"713146.453125"	"2268009.0078125"	"3526073.9921875"	"1347909.84375"	"1168615.796875"	"594548.984375"	"804288.8359375"	"632117.06640625"	"687847"	"645288.5546875"	"3490899.9609375"	"750622.28125"	"3479636.53125"	"570508.1875"	"830441.5"	"332998.16796875"	"1056295.1171875"	"744889.625"	"953706.1640625"	"412700.1328125"	"2359982.38671875"	"2943670.796875"	"2890272.81640625"	"3414325.3046875"	"4947525.109375"	"4126814.359375"	"3002710.0390625"	"4596136.390625"	"4402269.0703125"	""
"4058456233631452436"	"High"	"IsMasterProtein"	"Q06830"	"Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1"	"False"	"44"	"9"	"22.1"	"1179435.82876728"	"4219447.76673312"	"3582824.95951954"	"3733391.56687326"	"3403475.01288909"	"3052497.38041973"	"1450913.8001455"	"2962102.45650665"	"1897943.972673"	"1940656.72970715"	"4256887.89951286"	"3484490.8290113"	"29516.865234375"	"592974.15234375"	"2351352.48828125"	"2345918.23046875"	"4197308.6328125"	"1902724.39648438"	"4371554.62109375"	"4241703.67578125"	"1670086.19140625"	"3606059.90625"	"3559739.72265625"	"4416498.83984375"	"2666486.96972656"	"7642300.6640625"	"3534872.44726563"	"3943059.55859375"	"3573224.0078125"	"4204618.90234375"	"2895591.17578125"	"3241790.0859375"	"3590073.53515625"	"3482803.015625"	"2675356.6640625"	"2653275.33203125"	"1162905.9453125"	"2375144.19140625"	"1810250.31640625"	"928413.953125"	"3048221.16796875"	"4461007.1015625"	"2878416.78125"	"2442964.26953125"	"1717400.41015625"	"2097467.37109375"	"655619.04296875"	"2152871.69921875"	"1769389.0546875"	"2128502.2265625"	"1529539.88671875"	"2715983.65234375"	"4643013.6171875"	"2340870.42578125"	"3902873.453125"	"4852118.125"	"4064897.546875"	"2229212.57226563"	"3065356.73828125"	"3960934.19921875"	""
"-9169618704545618170"	"High"	"IsMasterProtein"	"P04075"	"Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2"	"False"	"29"	"7"	"39.4"	"898996.536252624"	"1172316.72522949"	"1990674.57916674"	"946209.387634705"	"1577832.3433706"	"525470.27460034"	"1387227.34841947"	"1063291.71329291"	"600696.321131644"	"554407.386922953"	"1754293.52296943"	"729548.234974868"	"883523.75"	"914740.291015625"	"1454530.2265625"	"613315.6875"	"1347987.16015625"	"251504.8359375"	"1249492.5625"	"1099907.7109375"	"206413.3125"	"3913795.3828125"	"1382285.3671875"	"2866835.875"	"581196.0546875"	"1419523.96875"	"1182016.48046875"	"757444.7734375"	"2241670.5390625"	"1566695.046875"	"1589048.8125"	"1251725.4375"	"575779.3984375"	"479556.9453125"	"472092.98046875"	"619490.201171875"	"1371422.86523438"	"1403213.96484375"	"2236637.234375"	"676461.21875"	"1105937.015625"	"1443348"	"519299.1640625"	"1022290.828125"	"648184.091796875"	"469956.85546875"	"556687.63671875"	"1083630.8828125"	"890409.19921875"	"301441.5859375"	"403950.109375"	"760904.734375"	"1250358.53125"	"861480.4765625"	"2542490.0078125"	"2461330.640625"	"1104770.5"	"467324.2265625"	"526105.0625"	"1011662.2421875"	"Met-loss [N-Term]"
"-4814952899286626419"	"High"	"IsMasterProtein"	"P31151"	"Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4"	"False"	"54"	"5"	"11.5"	"704209.181183992"	"14028870.0358858"	"408434.6328125"	"7538957.69793434"	"519011.274512028"	"3130492.57978336"	"1663995.18712317"	"2691169.45877192"	"600605.676976631"	"1763775.00755732"	"888485.39531846"	"3741701.89596585"	"1380659.27734375"	"359183.890625"	"196664.13671875"	"1760353.4140625"	"39960789.21875"	"1145404.01953125"	"13180216.1132813"	"14932167.484375"	""	"313677.98046875"	"659107.46484375"	"408434.6328125"	"2791148.55859375"	"10537232.03125"	"5942567.21875"	"9564196.93359375"	"718606.1171875"	"374854.453125"	"984823.484375"	"170005.15625"	"2951282.3515625"	"5743834.9921875"	"3320584.9609375"	"325196.09375"	"3168563.50390625"	"2239350.73828125"	"1236465.5234375"	"1098585.86328125"	"5329325.546875"	"4283518.015625"	"1690758.1640625"	"1149235.30078125"	"1092953.125"	"390510.98046875"	"870613.05078125"	"414336.9765625"	"4041037.9296875"	"1044073.46875"	"1197052.59375"	"2598801.66796875"	"1166798.66015625"	"1160871.6484375"	"373090.28125"	"680011.6953125"	"3796182.984375"	"1648739.9296875"	"5295194.046875"	"3688002.6953125"	""
"8364348392468163032"	"High"	"IsMasterProtein"	"P04040"	"Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3"	"False"	"29"	"14"	"59.7"	"1461672.65762266"	"3710498.13311866"	"571207.183245237"	"2172579.2036999"	"1479813.6875"	"1435539.934048"	"699882.693221292"	"1631819.10092727"	"306542.921875"	"749743.090690504"	"654288.2483494"	"1631451.97652796"	"1394613.5234375"	"248399.453125"	"1531956.2890625"	"2184360.875"	"2846204.546875"	"1280902.078125"	"4837247.69921875"	"5233172.15625"	"444066.53125"	"734749.46484375"	"371352.9375"	"806954.5"	"1176091.1015625"	"1856507.82421875"	"2542461.89257813"	"3097899.34375"	"2102552.96875"	""	"1479813.6875"	"491961.09375"	"1632753.40625"	"1517071.953125"	"1358389.69140625"	"568770.6484375"	"4906367.234375"	"786369.8046875"	"215415.8125"	"622907.671875"	"4049231.234375"	"1566264.2421875"	"1700117.7109375"	"811433.21875"	"306542.921875"	""	"469614.578125"	"59268.328125"	"1133324.890625"	"768346.1171875"	"511478.7109375"	"731590.4765625"	"1547342"	"171713.453125"	"584862.0859375"	"731955.65625"	"1702802.4296875"	"1046341.546875"	"1563091.234375"	"2062389.328125"	"Met-loss+Acetyl [N-Term]"
"3377890585448934054"	"High"	"IsMasterProtein"	"A0A087WVQ6"	"Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1"	"False"	"9"	"12"	"191.9"	"61602.7028467724"	"95382.5285976928"	"1347461.56601195"	"882073.313958346"	"1105707.82352707"	"1071695.79218301"	"213968.465718109"	"253060.442196748"	"102714.793582872"	"138589.249011439"	"2956077.67968128"	"2127808.20168443"	""	"56756.08203125"	""	"66863.1953125"	"71184.482421875"	"48573.3515625"	"154970.578125"	"127806.3203125"	"224009.2421875"	"1409727.8828125"	"1287945.4921875"	"1670221.203125"	"154697.890625"	"1173685.37890625"	"1415428.4140625"	"662914.734375"	"1153743.30078125"	"1272798.8671875"	"1059672.27734375"	"598258.375"	"1092676.453125"	"1586483.15625"	"1051117.984375"	"590245.70703125"	"108049.03125"	"222234.59765625"	"206009.796875"	"297378"	"238715.1953125"	"534751.15625"	"117815.23046875"	"268267.74609375"	"113773.703125"	"92730.8203125"	"49863.73828125"	"306564.80078125"	"298457.82421875"	"77828.6015625"	"97247.6142578125"	"197505.924316406"	"2518892.0703125"	"2568250.66796875"	"3402469.765625"	"3682340.671875"	"1993269.03125"	"2271428.328125"	"2553575.59765625"	"1880352.015625"	""
"-8226351996113547688"	"High"	"IsMasterProtein"	"P48594"	"Serpin B4 OS=Homo sapiens OX=9606 GN=SERPINB4 PE=1 SV=2"	"False"	"34"	"3"	"44.8"	""	"303045.953861986"	""	"134314.125"	""	"233847.47265625"	""	"188398.801132153"	""	"143807.85546875"	""	"70006.390625"	""	""	""	""	"499929.8125"	"207261.21875"	"443097.125"	"166346.484375"	""	""	""	""	"53681.31640625"	""	"134314.125"	"378551.35546875"	""	""	""	""	"51161.3203125"	"233847.47265625"	"239436.4375"	""	""	""	""	""	"168556.546875"	"701646.15625"	"210576.859375"	"76281.6015625"	""	""	""	""	"115157.9296875"	"143807.85546875"	""	"272571.015625"	""	""	""	""	"237654.984375"	"62600.4140625"	"70006.390625"	""	"Acetyl [N-Term]"
"2613446227669289232"	"High"	"IsMasterProtein"	"Q9H8K7"	"ATPase PAAT OS=Homo sapiens OX=9606 GN=PAAT PE=1 SV=2"	"False"	"36"	"11"	"49.2"	"427034.2109375"	"1308638.80867822"	"409639.063741894"	"8491444.66807541"	"343809.0078125"	"8082951.8526524"	"188323.329458617"	"2244121.65381885"	"1493372.7316888"	"4657675.0863819"	"497998.01791795"	"6341281.60785476"	"427034.2109375"	""	"92436.203125"	"991030.265625"	"1115261.625"	"995376.59375"	"1535546.00390625"	"3030464.75"	"217872.640625"	"276157.9375"	"607638.3828125"	"720163.65234375"	"2157611"	"8949560.984375"	"8056778.7265625"	"9917914.3359375"	""	"343809.0078125"	""	""	"7470868.75"	"8745182.5"	"10057354.03125"	"3605003.10546875"	""	""	"80383.28125"	"441207.125"	"3184568.75"	"1581401.5625"	"4897646.3125"	"1025878.3125"	"1191912.640625"	"1871078.5"	"1167861.44921875"	"3329126.4140625"	"4475024.2265625"	"5603033.875"	"4847780.953125"	"3956586.8046875"	"418616.140625"	""	""	"592433.0234375"	"12911045"	"3639064.921875"	"6491275.34375"	"6194753.7734375"	""
"-8804712893716096184"	"High"	"IsMasterProtein"	"Q96S66"	"Chloride channel CLIC-like protein 1 OS=Homo sapiens OX=9606 GN=CLCC1 PE=1 SV=1"	"False"	"24"	"12"	"62.0"	"729584.102913827"	""	"3436458.12862284"	"658572.784105375"	"4876138.25041474"	"679764.743845988"	"749141.533233765"	"48260.71875"	"1832102.98783713"	"88705.7857539484"	"5525438.32281978"	"943855.112410466"	"316745"	"546312.818359375"	"974337.3125"	"1293989.7421875"	""	""	""	""	"1195210.546875"	"3267659.2578125"	"3613976.71484375"	"3953391.05859375"	"244735.13671875"	"525997.42578125"	"824563.18359375"	"999968.734375"	"5753520.296875"	"7350839.03125"	"4021069.0234375"	"4132552.421875"	"838108.9609375"	"1318028.48046875"	"551336.5546875"	"462702.94921875"	"677596.625"	"981911.287109375"	"725886.31640625"	"773141.77734375"	""	"48260.71875"	""	""	"1809862.9140625"	"1994786.40429688"	"1484128.0703125"	"1854616.35351563"	"109487.4453125"	"31693.91015625"	"180293.03125"	"71868.6640625"	"5271222.4765625"	"4695997.7890625"	"5791914.265625"	"6063321.6796875"	"1018506.984375"	"874674.87890625"	"843055.09375"	"1302925.1796875"	""
"-9082551203190853772"	"High"	"IsMasterProtein"	"Q16777"	"Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4"	"False"	"36"	"4"	"14.0"	"1273205.99294035"	"3715954.53777362"	"4505735.91665093"	"9974058.14301232"	"2497337.32950112"	"5115428.8111105"	"1741431.7726467"	"5573600.60893923"	"1057228.05264821"	"2870162.61735589"	"6246929.09316304"	"10040920.657641"	"766219.640625"	"1264155.5"	"1876894.1875"	"1282321.28125"	"3251389.7109375"	"3824803.8671875"	"5063163.890625"	"3610202.9296875"	"891989.74609375"	"6407107.625"	"4699334.7578125"	"4320112.78125"	"3143281.953125"	"11892602.9609375"	"11432572.4453125"	"8701614.296875"	"5092027.0859375"	"3604314.0546875"	"1420000.953125"	"1730341.375"	"9984513.859375"	"7024165.265625"	"3676141.28125"	"3725369.625"	"1493245.1875"	"1967668.8125"	"1861899.015625"	"1628758.9140625"	"5161877.734375"	"11025033.46875"	"5649215.3203125"	"5498998"	"905675.703125"	"1321739.890625"	"181862.8203125"	"1234140.59960938"	"2871221.203125"	"3774321.9921875"	"1678424.34375"	"2869104.421875"	"5068634.53125"	"5528843.453125"	"7058279.625"	"7637780.65625"	"9504610.984375"	"9468191.46875"	"10607492.28125"	"11293417.984375"	""
"3819136565778515185"	"High"	"IsMasterProtein"	"P13639"	"Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4"	"False"	"11"	"7"	"95.3"	"402351.330078125"	"9275433.69394717"	"1443951.7885401"	"11121589.4886359"	"1093823.52276186"	"11265451.2492217"	"581047.247152201"	"10122699.1837029"	"214913.045255139"	"9135727.71408832"	"1487262.18941163"	"14071024.4782715"	""	"93062.36328125"	"434609.779296875"	"402351.330078125"	"6108700.7109375"	"7445044.58789063"	"11555830.0820313"	"12952534.4960938"	"220828.25"	"1133357.01953125"	"1839664.58203125"	"2037374.6328125"	"5756193.5859375"	"11720360.6601563"	"10614340.6796875"	"11653079.2148438"	"996090.94140625"	"4145110.4375"	"1201145.24609375"	"615174.25390625"	"12038005.5507813"	"13479167.1289063"	"8177623.88671875"	"10542476.6015625"	"526807.517578125"	"689377.6328125"	"640871.4609375"	"446569.46484375"	"12455199.6328125"	"10267484.375"	"9979955.65625"	"8566484.96875"	"154483.3671875"	"237354.931640625"	"311569.372070313"	"194593.037109375"	"8988585.50390625"	"9898930.0234375"	"7998105.81445313"	"9285278.62695313"	"1512261.1484375"	"1462676.484375"	"1143928.2109375"	"3845659.3359375"	"18359906.203125"	"9435330.60546875"	"14383792.875"	"13765057.0742188"	"Met-loss [N-Term]"
"7019173360477082359"	"High"	"IsMasterProtein"	"Q96QA5"	"Gasdermin-A OS=Homo sapiens OX=9606 GN=GSDMA PE=1 SV=4"	"False"	"29"	"10"	"49.3"	"80751.5859375"	"2875286.99312336"	""	"907621.538138863"	""	"212436.9765625"	""	"1155219.6676616"	""	"58463.171875"	""	"256148.012538814"	"80751.5859375"	""	""	""	"2643537.40429688"	"670798"	"3570039.47265625"	"3127353.25"	""	""	""	""	"522730.1640625"	"983220.8125"	"977457.6328125"	"842775"	""	""	""	""	"212436.9765625"	"168992.3359375"	"800646.03125"	""	""	""	""	""	"3601361.421875"	"998759.109375"	"444479.234375"	"1336190.546875"	""	""	""	""	"132115.953125"	"58463.171875"	""	"37386.796875"	""	""	""	""	"82559.6640625"	"175601.5390625"	"373640.2578125"	"715102.9609375"	"Met-loss+Acetyl [N-Term]"
"1968544072233028588"	"High"	"IsMasterProtein"	"P23246"	"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2"	"False"	"16"	"7"	"76.1"	"135060.052644138"	"423420.8474048"	"1154170.91682414"	"2000939.62268055"	"580928.734695232"	"1019867.73445455"	"105592.3203125"	"497866.029706201"	"73314.7421875"	"395140.781621669"	"1815361.47020612"	"3095043.80522116"	"77314.8828125"	"106120.1484375"	"171892.125"	"223571.8671875"	"174623.45703125"	"297336.833984375"	"602970.078125"	"661724.55078125"	"497034.4296875"	"921244.1875"	"1445990.67578125"	"1601383.578125"	"802618.908203125"	"1747563.65625"	"2416102.3515625"	"2291052.09375"	"709601.53125"	"965016.765625"	"475588.3125"	"405056.0234375"	"1377633.66015625"	"1375216.59375"	"756339.18359375"	"709176.75"	"105592.3203125"	""	"112016.7109375"	"58661.55859375"	"425795.7578125"	"1020105.7734375"	"333447.48828125"	"582134.9296875"	""	"73314.7421875"	"103456.671875"	"42627.6796875"	"417095.197265625"	"374341.96875"	"230755.046875"	"515792"	"1090076.515625"	"1461308.875"	"2255195.546875"	"2709089.21875"	"2257864.8125"	"2846069.2265625"	"3365798.71875"	"3845439.421875"	""
"-6100821946699504428"	"High"	"IsMasterProtein"	"Q5QNW6"	"Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3"	"False"	"38"	"5"	"13.9"	"1314713.67190602"	"4401611.09625862"	"3084534.22099605"	"9047983.98480711"	"2047031.97196218"	"5177125.31723502"	"1636465.32844921"	"6673411.98966641"	"1010383.91489879"	"4730989.48110313"	"5339029.47419368"	"9554041.80752847"	"704909.966796875"	"1197196.80273438"	"1672453.53125"	"1443766"	"3675116.04492188"	"4072428.12304688"	"6117108.89453125"	"4757402.625"	"991888.3671875"	"4959515.0625"	"2924290.5859375"	"3253558.796875"	"4845828.1953125"	"10770421.6328125"	"13519269.0097656"	"7601003.65429688"	"3373931.30859375"	"2634423.61914063"	"1441628.90625"	"1590609.75"	"8014821.4765625"	"6267802.99804688"	"3942069.5"	"4276239.46679688"	"1372841.1328125"	"2598089.70703125"	"1215430.18945313"	"1950712.80078125"	"6493675.25585938"	"12459277.1796875"	"5369645.875"	"6858123.609375"	"889440.318359375"	"1147773.08203125"	"828502.150390625"	"1261981.18798828"	"4969907.78710938"	"4503556.69140625"	"3284704.79492188"	"5999634.9921875"	"4894753.171875"	"5709770.109375"	"5385178.78125"	"5293275.65234375"	"9554669.171875"	"9951078.71875"	"9305951.9375"	"9553414.484375"	""
