"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Abundances Normalized F1 Light Control Hevay_HA"	"Abundances Normalized F2 Light Control Hevay_HA"	"Abundances Normalized F3 Light Control Hevay_HA"	"Abundances Normalized F4 Light Control Hevay_HA"	"Abundances Normalized F5 Light Control Hevay_HA"	"Abundances Normalized F6 Light Control Hevay_HA"	"Abundances Normalized F13 Light Sample Heavy_wt"	"Abundances Normalized F14 Light Sample Heavy_wt"	"Abundances Normalized F15 Light Sample Heavy_wt"	"Abundances Normalized F16 Light Sample Heavy_wt"	"Abundances Normalized F17 Light Sample Heavy_wt"	"Abundances Normalized F18 Light Sample Heavy_wt"	"Abundances Normalized F1 Heavy Sample Hevay_HA"	"Abundances Normalized F2 Heavy Sample Hevay_HA"	"Abundances Normalized F3 Heavy Sample Hevay_HA"	"Abundances Normalized F4 Heavy Sample Hevay_HA"	"Abundances Normalized F5 Heavy Sample Hevay_HA"	"Abundances Normalized F6 Heavy Sample Hevay_HA"	"Abundances Normalized F13 Heavy Sample Heavy_wt"	"Abundances Normalized F14 Heavy Sample Heavy_wt"	"Abundances Normalized F15 Heavy Sample Heavy_wt"	"Abundances Normalized F16 Heavy Sample Heavy_wt"	"Abundances Normalized F17 Heavy Sample Heavy_wt"	"Abundances Normalized F18 Heavy Sample Heavy_wt"	"Abundance F1 Light Control Hevay_HA"	"Abundance F2 Light Control Hevay_HA"	"Abundance F3 Light Control Hevay_HA"	"Abundance F4 Light Control Hevay_HA"	"Abundance F5 Light Control Hevay_HA"	"Abundance F6 Light Control Hevay_HA"	"Abundance F13 Light Sample Heavy_wt"	"Abundance F14 Light Sample Heavy_wt"	"Abundance F15 Light Sample Heavy_wt"	"Abundance F16 Light Sample Heavy_wt"	"Abundance F17 Light Sample Heavy_wt"	"Abundance F18 Light Sample Heavy_wt"	"Abundance F1 Heavy Sample Hevay_HA"	"Abundance F2 Heavy Sample Hevay_HA"	"Abundance F3 Heavy Sample Hevay_HA"	"Abundance F4 Heavy Sample Hevay_HA"	"Abundance F5 Heavy Sample Hevay_HA"	"Abundance F6 Heavy Sample Hevay_HA"	"Abundance F13 Heavy Sample Heavy_wt"	"Abundance F14 Heavy Sample Heavy_wt"	"Abundance F15 Heavy Sample Heavy_wt"	"Abundance F16 Heavy Sample Heavy_wt"	"Abundance F17 Heavy Sample Heavy_wt"	"Abundance F18 Heavy Sample Heavy_wt"	"Found in Sample in S1 F1 Light Control Hevay_HA"	"Found in Sample in S2 F2 Light Control Hevay_HA"	"Found in Sample in S3 F3 Light Control Hevay_HA"	"Found in Sample in S4 F4 Light Control Hevay_HA"	"Found in Sample in S5 F5 Light Control Hevay_HA"	"Found in Sample in S6 F6 Light Control Hevay_HA"	"Found in Sample in S25 F13 Light Sample Heavy_wt"	"Found in Sample in S26 F14 Light Sample Heavy_wt"	"Found in Sample in S27 F15 Light Sample Heavy_wt"	"Found in Sample in S28 F16 Light Sample Heavy_wt"	"Found in Sample in S29 F17 Light Sample Heavy_wt"	"Found in Sample in S30 F18 Light Sample Heavy_wt"	"Found in Sample in S7 F1 Heavy Sample Hevay_HA"	"Found in Sample in S8 F2 Heavy Sample Hevay_HA"	"Found in Sample in S9 F3 Heavy Sample Hevay_HA"	"Found in Sample in S10 F4 Heavy Sample Hevay_HA"	"Found in Sample in S11 F5 Heavy Sample Hevay_HA"	"Found in Sample in S12 F6 Heavy Sample Hevay_HA"	"Found in Sample in S31 F13 Heavy Sample Heavy_wt"	"Found in Sample in S32 F14 Heavy Sample Heavy_wt"	"Found in Sample in S33 F15 Heavy Sample Heavy_wt"	"Found in Sample in S34 F16 Heavy Sample Heavy_wt"	"Found in Sample in S35 F17 Heavy Sample Heavy_wt"	"Found in Sample in S36 F18 Heavy Sample Heavy_wt"	"Number of Protein Groups"	"Modifications"
"2645630736488314632"	"False"	"High"	"IsMasterProtein"	"P04080"	"Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2"	"0.000"	"False"	"94.533"	"70"	"4"	"151"	"4"	"98"	"11.1"	"7.56"	"582.27"	"4"	"32777954.0914646"	"36706777.5833064"	"29276548.8649226"	"28789859.8197663"	"27984404.6579071"	"25952407.6950867"	"29234717.6068242"	"28762833.9528461"	"27185828.6578541"	"31507168.9823597"	"31160881.6772894"	"36174836.6943653"	"47089703.0853655"	"54797093.2164485"	"43079819.1032213"	"42839379.7464508"	"42064671.7589854"	"38611725.0262784"	"41100074.3940237"	"40021038.0505549"	"39884881.6485035"	"45818014.375"	"45095826.3301702"	"49122351.5809082"	"19842545.6875"	"19163009.34375"	"14897510.75"	"14231288.84375"	"17736178.96875"	"11842022.875"	"20991061.1875"	"21250292.6875"	"21895103.375"	"27166880.0625"	"26343505.3125"	"30770496.5"	"26169017.625"	"26365758"	"20120016.5625"	"19472737.0625"	"24145971.0625"	"16219950.34375"	"34054258.3125"	"34073312.125"	"37207591"	"45818014.375"	"44251087.125"	"48454956.375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"5656121017139874826"	"False"	"High"	"IsMasterProtein"	"Q01081"	"Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3"	"0.000"	"False"	"94.324"	"51"	"9"	"209"	"9"	"240"	"27.9"	"8.81"	"596.37"	"9"	"25837199.57382"	"25777248.2996804"	"25036245.4717931"	"21825803.907334"	"22370957.6499716"	"24306204.1532988"	"26418797.3072529"	"25766843.5047157"	"28355918.585353"	"29986268.1969189"	"26885058.3638065"	"28590371.7968952"	"17287751.1779727"	"17513325.6004846"	"16678147.0391207"	"16458021.4602846"	"16873579.4814812"	"22047321.5985863"	"17371131.9723525"	"16357804.2532387"	"19441935.8257537"	"21210306.75"	"17506162.9444137"	"19328931.9459824"	"14851352.4375"	"11699938.59375"	"11283942.28125"	"8961275.65625"	"12283630.5625"	"10439841.0625"	"17989988.5"	"18028669.5"	"21488934.125"	"25855491.875"	"21489553.9375"	"23260928"	"9607269.4375"	"7281994.21875"	"7789368.703125"	"6464431.578125"	"9685775.375"	"8449700.09375"	"14393186"	"13926789.4375"	"18136887.125"	"21210306.75"	"17178235.875"	"19066321.625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"5641207754234897297"	"False"	"High"	"IsMasterProtein"	"Q9H583"	"HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3"	"0.000"	"False"	"93.964"	"8"	"9"	"102"	"9"	"2144"	"242.2"	"6.54"	"152.43"	"9"	"5974605.04141305"	"4996743.51796455"	"4833680.6712328"	"5829719.02033943"	"5264167.90590411"	"5322534.12178888"	"6601277.51242502"	"5874021.86472977"	"6751311.04950975"	"6817924.14259028"	"6905870.63414482"	"7013442.43191722"	"5382434.7567684"	"5063621.89398588"	"4792390.43781061"	"4540666.2033172"	"5124773.34545064"	"5071918.96480682"	"7199359.86055131"	"6764876.30319978"	"6765982.58196511"	"7278031.1875"	"6191458.42715028"	"6916264.04653563"	"3616802.109375"	"2608582.09375"	"2459641.3359375"	"2762239.4140625"	"3113599.75"	"2428659.859375"	"4739837.8203125"	"4339790.859375"	"5437415.765625"	"5878716.921875"	"5838244.296875"	"5965669.109375"	"2853641.25"	"1894226.0234375"	"2238240.015625"	"1932391.625"	"2323262.265625"	"1615555.2890625"	"5757879.328125"	"5759514.3203125"	"6311812.953125"	"7278031.1875"	"6075479.453125"	"6590524.5625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"577500699946211837"	"False"	"High"	"IsMasterProtein"	"Q8NFQ8"	"Torsin-1A-interacting protein 2 OS=Homo sapiens OX=9606 GN=TOR1AIP2 PE=1 SV=1"	"0.000"	"False"	"93.890"	"25"	"6"	"61"	"6"	"470"	"51.2"	"4.96"	"205.52"	"6"	"2465051.95725977"	"2824585.96192332"	"2847688.19617864"	"2421628.2525688"	"3687175.78905527"	"2587581.65326182"	"4788215.03160022"	"5283250.27895349"	"5574811.23861075"	"5049581.77020149"	"5281106.16962473"	"5740461.14645253"	"1720711.63709761"	"2322234.13301014"	"2054302.10168944"	"1692746.44211596"	"1801668.78315502"	"2178438.25393378"	"2803786.94735688"	"3310152.47217259"	"3466560.47448539"	"2930140.12890625"	"2753554.75314213"	"3399828.574892"	"1479515.45117188"	"712720.8046875"	"718105.71484375"	"1079005.5546875"	"890901.2265625"	"556223.625976563"	"3410074.1171875"	"3903322.42480469"	"4489878.52832031"	"4353973.61132813"	"4464663.41601563"	"3585771.390625"	"632639.01171875"	"783302.9921875"	"643553.7109375"	"133801.17578125"	"622015.2421875"	"259691.0703125"	"2313295.68359375"	"2799584.8125"	"3205544.140625"	"2930140.12890625"	"2246951.01171875"	"3333670.1875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6767865713948388298"	"False"	"High"	"IsMasterProtein"	"P49720"	"Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=2"	"0.000"	"False"	"93.844"	"48"	"8"	"159"	"8"	"205"	"22.9"	"6.55"	"459.16"	"8"	"19248798.8952983"	"19964005.1249382"	"18091656.2526311"	"18619291.0830753"	"16755804.2902148"	"20305736.5073306"	"17462647.3900977"	"15722543.1701902"	"19296941.1090821"	"19548126.0176503"	"17821048.2153916"	"18895627.1490595"	"22991268.7652065"	"23380773.0772215"	"23111099.9320605"	"22487796.7166762"	"22151989.5301315"	"24308560.8933599"	"15028756.2410172"	"13768161.9841037"	"18441478.9577934"	"18483793.3125"	"17941097.8096861"	"17310782.4007368"	"11652501.875"	"9382403.21875"	"9206025.09375"	"9203813.8125"	"10619627.15625"	"9265460.03125"	"12538499.765625"	"11615984.875"	"15541498.6875"	"16855262.21875"	"15065969.03125"	"16072714.6875"	"12776867.9375"	"11249717.25"	"10793817.6875"	"9521564.03125"	"11551906.8125"	"10211500.53125"	"12452365.46875"	"11722006.8125"	"17203586.375"	"18483793.3125"	"17605023.5"	"17075591.4375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"3178523695898665962"	"False"	"High"	"IsMasterProtein"	"Q9NYF8"	"Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2"	"0.000"	"False"	"93.831"	"15"	"12"	"116"	"11"	"920"	"106.1"	"9.98"	"266.79"	"12"	"17564236.2631926"	"18535042.435341"	"19150565.4063213"	"19591321.9953766"	"19814939.0144506"	"21264004.5005786"	"26406567.0632768"	"27425205.483003"	"28659991.108558"	"25295814.6022712"	"25801983.7625226"	"26635147.4250445"	"15594627.6543612"	"15512019.0111237"	"14898192.6775914"	"15420110.3415681"	"15292052.153169"	"14980568.0083967"	"24887990.2729751"	"25522678.8381572"	"26043518.3617794"	"24131402.3493652"	"22703750.6915343"	"26873162.6008509"	"10632730.7539063"	"9676338.125"	"9744856.0390625"	"9541513.7421875"	"12558469.9375"	"9622089.34375"	"18693099.375"	"20262038.3125"	"22985022.015625"	"19988719.0390625"	"21813076.515625"	"21179979.0625"	"7926581.46679688"	"7262883.2421875"	"5380065.4609375"	"6455865.5078125"	"7947619.89453125"	"5325532.25"	"17019237.8125"	"20422285.125"	"22428532.484375"	"20963798.0898438"	"17671648.8125"	"24810120.375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3113703590403153606"	"False"	"High"	"IsMasterProtein"	"Q96EP5"	"DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=1"	"0.000"	"False"	"93.749"	"32"	"8"	"191"	"8"	"407"	"43.4"	"8.56"	"494.18"	"8"	"26606371.0912265"	"27692391.9172557"	"28271607.5154554"	"27974417.4300891"	"27558176.3806555"	"28218844.961129"	"30575453.6504802"	"33554900.6459366"	"32995482.0141715"	"31825802.6346388"	"31813367.8521626"	"32391148.0141971"	"20251275.7946032"	"22269804.8496119"	"22794784.7092478"	"23757470.0335853"	"21768820.1360618"	"22751099.6521746"	"21958811.9385972"	"21192690.4977515"	"23214422.1316732"	"24042982.245544"	"21463798.919241"	"21271840.6447716"	"15931403.75"	"14276212.75"	"14149979.03125"	"13828202.609375"	"17154006.5"	"12694742.875"	"21658868.375"	"22868752.4375"	"26315608.75"	"27125809.3125"	"24797530.375"	"27175745.1875"	"11254179.96875"	"9941420.28125"	"10112858.15625"	"10332503.78125"	"11992640.4375"	"9032327.609375"	"17235890.1875"	"18043139.140625"	"21390518.0625"	"22744021.625"	"20902936.8125"	"20495739.3125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-6634047056467408227"	"False"	"High"	"IsMasterProtein"	"P62318"	"Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1"	"0.000"	"False"	"93.643"	"48"	"4"	"189"	"4"	"126"	"13.9"	"10.32"	"626.49"	"4"	"49195740.8875072"	"55247009.1726982"	"51061895.079036"	"44438420.9978664"	"46215876.4575441"	"48851611.7188002"	"45318213.862979"	"43563321.8050896"	"52597164.118912"	"56805471.1798282"	"50923045.3317275"	"54531308.3958886"	"43143874.533835"	"45391038.6025757"	"45105996.2733316"	"40966270.6081241"	"40337806.5553098"	"43517274.7546936"	"37241721.708533"	"37765884.7988619"	"44002985.2049023"	"49418979.625"	"43548582.0822844"	"44936544.0866053"	"29781258.875"	"28842056.5"	"25983087.5"	"21966623.28125"	"29291066.4375"	"22290876.0625"	"32539305.25"	"32185053.125"	"42361053.625"	"48980199.5"	"43050499.3125"	"46384602.875"	"23976214.3125"	"21840011.375"	"21066323.1875"	"18621311.0625"	"23154715.5625"	"18280665.65625"	"30857345.875"	"32153308.4375"	"41049265"	"49418979.625"	"42732826"	"44326018.875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7405227159340641842"	"False"	"High"	"IsMasterProtein"	"P62195"	"26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1"	"0.000"	"False"	"93.601"	"37"	"10"	"69"	"9"	"406"	"45.6"	"7.55"	"195.46"	"10"	"11117995.8420153"	"9151298.33869125"	"9056955.05518645"	"8497501.97231001"	"9549157.47781228"	"9919594.16505223"	"12306865.2888858"	"12944944.6549"	"13368714.0358264"	"11733479.9243358"	"13906433.6606545"	"14341954.3265254"	"12592264.0843318"	"12605176.9973164"	"12674179.3035055"	"12152389.7471079"	"12731187.7901502"	"12578676.7236385"	"11909817.5632398"	"11334579.6173484"	"12073980.2376951"	"12963608.6875"	"11827400.972992"	"13108343.9518738"	"3090057.71875"	"4056631.90625"	"2811387.875"	"2549427.1875"	"2864848.28125"	"1900477.15625"	"6308288.125"	"9563865.0625"	"9072854.4375"	"10117127.375"	"9912472.125"	"12199337.875"	"5988349.59375"	"5184914.5625"	"5625818.6875"	"4891615.5"	"7048890.96875"	"5062980.90625"	"9868108.75"	"9650091.25"	"11263508.875"	"12963608.6875"	"11605849"	"12930248.9375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5234927014907967079"	"False"	"High"	"IsMasterProtein"	"Q9H0S4"	"Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1"	"0.000"	"False"	"93.431"	"29"	"8"	"123"	"8"	"455"	"50.6"	"9.10"	"307.96"	"8"	"7836901.69511436"	"7735486.83655982"	"7282334.99360151"	"7236614.82754371"	"7680178.20404084"	"7119979.06987149"	"10270940.3567482"	"9554576.50057303"	"10623856.0714308"	"9998557.85220804"	"10303727.6664057"	"10368476.0507911"	"5769929.61383342"	"5314771.52552001"	"4979313.7585419"	"5096031.60141599"	"5633526.5006492"	"5244784.06290866"	"7917109.10618782"	"7084770.3117069"	"7173218.94056445"	"7069134.15115095"	"7494351.26199844"	"7086774.83642113"	"4744166.75"	"3570907.046875"	"3110327.0546875"	"3000617.171875"	"4058719.375"	"3248829.78125"	"7374722.765625"	"6365281.9765625"	"7637459.609375"	"8621200.53125"	"8710803.09375"	"8819477.4375"	"2723526.796875"	"1951028.140625"	"1840748.484375"	"1606705.9765625"	"2633945.375"	"1453034.5546875"	"6559873.25"	"5328633.484375"	"5378433.546875"	"5560759.234375"	"7102280.96875"	"6681862.28125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5965687288212214297"	"False"	"High"	"IsMasterProtein"	"Q7L2H7"	"Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1"	"0.000"	"False"	"93.321"	"22"	"4"	"132"	"4"	"374"	"42.5"	"5.63"	"329.76"	"4"	"3777235.55754123"	"2888851.10061762"	"3089100.1396511"	"2879850.63831313"	"3578455.69487474"	"3794561.85134407"	"3256746.36428009"	"2661078.51976882"	"3537799.82897175"	"3462825.70567318"	"3921962.12672281"	"3609421.06516051"	"5326833.23538209"	"6058524.94260952"	"6141067.39847758"	"5576493.24801403"	"5490092.85253791"	"6132345.95701165"	"4010521.7640005"	"3645892.52215384"	"5168476.24137561"	"5770026.64453125"	"5104822.71812698"	"4245726.95823973"	"2286596.92773438"	"1508143.29882813"	"1571903.2578125"	"1423556.29785156"	"2267982.1640625"	"1731449.68945313"	"2338403.37109375"	"1966033.58007813"	"2849296.74023438"	"2985802.078125"	"3315638.85742188"	"3070191.55859375"	"2960264.84960938"	"2915074.37890625"	"2868126.66210938"	"2479296.46875"	"3121688.640625"	"2576065.8671875"	"3322995.05859375"	"3104058.26367188"	"4821539.9453125"	"5770026.64453125"	"5009198.70507813"	"4188042.875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"5527327330749920032"	"False"	"High"	"IsMasterProtein"	"P61019"	"Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1"	"0.000"	"False"	"93.298"	"45"	"8"	"130"	"8"	"212"	"23.5"	"6.54"	"396.16"	"8"	"23111593.3220638"	"22730589.2235489"	"20998025.3249534"	"20682104.3227514"	"20389117.4357407"	"24230082.5371319"	"21223469.8780333"	"20550419.3605858"	"22592074.1721371"	"21671319.0219097"	"20934691.6912907"	"21290731.2950857"	"20671485.0157244"	"20016232.1914192"	"18869465.0637724"	"18609165.1536345"	"18927553.2770077"	"21866280.6662282"	"18736263.0579505"	"17613546.5273366"	"19254144.900283"	"19613346.3125"	"18156177.1330374"	"18889410.564046"	"13990892.9375"	"11866650.3125"	"10684944.78125"	"10223495.4375"	"12922377.3125"	"11056129.9375"	"15238839"	"15182872"	"17042558.75"	"18685973.5"	"17698252.8125"	"18110002.21875"	"11487701.5625"	"9630860.015625"	"8812802.78125"	"8458838.15625"	"10864797.8125"	"8785746.4375"	"15524291.65625"	"14995909.59375"	"17961701.75"	"19613346.3125"	"17816073.9375"	"18632771.75"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"5729262198654758902"	"False"	"High"	"IsMasterProtein"	"O43396"	"Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3"	"0.000"	"False"	"93.202"	"38"	"7"	"81"	"7"	"289"	"32.2"	"4.96"	"272.11"	"7"	"14217820.0684293"	"13875299.6617193"	"13506513.278384"	"12959266.557216"	"13345097.2362909"	"15004582.4557396"	"21689383.7749721"	"19656814.0110956"	"21453501.5729956"	"21639111.0714129"	"22347563.881792"	"22613967.9011611"	"14720079.1722361"	"15247669.495815"	"15164507.6705613"	"13567758.8349492"	"14349325.8463065"	"14311783.0604713"	"16776785.0770729"	"15874199.1659819"	"17723290.0043974"	"18057546.0904325"	"17141333.7583576"	"17884482.6003175"	"7541383.0625"	"7243689.4375"	"6872853.34375"	"6405973.03125"	"8457962.0625"	"5790335.796875"	"15573373.6875"	"13019385.875"	"17278363.6875"	"18658202.375"	"18892699.3125"	"19235553.875"	"8180344.875"	"7336454.1875"	"7082437.9453125"	"5488708.1875"	"8236802.8125"	"6012070.4375"	"12805377.71875"	"13515055.3125"	"15460382.9375"	"15719976.1875"	"16820240.703125"	"17641497.125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss [N-Term]"
"4010780836197462310"	"False"	"High"	"IsMasterProtein"	"Q15427"	"Splicing factor 3B subunit 4 OS=Homo sapiens OX=9606 GN=SF3B4 PE=1 SV=1"	"0.000"	"False"	"92.950"	"18"	"4"	"130"	"4"	"424"	"44.4"	"8.56"	"463.99"	"4"	"10883819.6407413"	"8763239.61730568"	"11391806.6460869"	"6756002.61379185"	"9368319.28817267"	"10936791.9830456"	"10684432.1235589"	"10956538.8537262"	"11806568.711568"	"13580268.8071741"	"10420127.8923171"	"12346148.0392565"	"7065066.97783363"	"8037589.88662115"	"8043068.80599429"	"5460000.00113601"	"7483492.54279237"	"6887666.4607173"	"7305077.29037938"	"8455070.23643893"	"8645797.72329485"	"8620078.578125"	"7486129.11554771"	"8923563.68734813"	"6588656.75"	"4574905.609375"	"5796774.84375"	"3339600.3046875"	"5937528.046875"	"4990432.578125"	"7671617.40625"	"8094809.359375"	"9508852.78125"	"11709510.75"	"8809208.203125"	"10501695.09375"	"3220769.5703125"	"3867306.41015625"	"3756438.1875"	"2481855.36328125"	"3288234.828125"	"2893359.66992188"	"6052762.5"	"7198520.109375"	"8065444.65625"	"8620078.578125"	"7345898.25"	"8802324.7109375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"551881844425109656"	"False"	"High"	"IsMasterProtein"	"Q13573"	"SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1"	"0.000"	"False"	"92.947"	"26"	"9"	"87"	"9"	"536"	"61.5"	"9.52"	"262.12"	"9"	"8693721.1317408"	"9823830.34211371"	"9522224.85336264"	"10119489.7284533"	"9328489.09921547"	"9695619.02571766"	"12700735.2892009"	"12985360.2316061"	"11916793.0013987"	"12099315.3616571"	"11443449.8435854"	"12975490.3902178"	"8030759.11338803"	"8463810.533166"	"7199757.85141743"	"7607680.03374913"	"7419481.98964919"	"7730676.99217505"	"11459815.3403416"	"11568715.5380399"	"10797458.3834759"	"11031573.4004418"	"11343828.1344793"	"11313394.4153369"	"4502992.125"	"4309037.00634766"	"3885656.7421875"	"4087299.22119141"	"5912284.15234375"	"2934967.33789063"	"8126191.77734375"	"8619520.8125"	"8296487.41015625"	"9086294.13476563"	"8677525.3125"	"9566039.71484375"	"2562756.80664063"	"1847194.40625"	"2469045.71875"	"1522191.65625"	"2037811.4375"	"1322835.109375"	"9495250.74023438"	"9827820.9375"	"9369058.8125"	"10150601.3535156"	"11103784.125"	"11159686.2773438"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"2271404358644786379"	"False"	"High"	"IsMasterProtein"	"P46778"	"60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2"	"0.000"	"False"	"92.929"	"41"	"5"	"248"	"5"	"160"	"18.6"	"10.49"	"650.18"	"5"	"40967153.1639244"	"45601056.4496076"	"47011233.1651934"	"38667221.7887844"	"44142541.5336554"	"40576467.6044733"	"45078592.764467"	"45918800.1450169"	"47853123.3731587"	"50446218.5333873"	"45248259.6607532"	"46050378.6413282"	"40345813.2009556"	"47381871.6239239"	"50355276.1064933"	"43588195.3930374"	"48185089.0164726"	"43336160.5684144"	"38784424.0942327"	"39409777.0330948"	"40950713.2299301"	"41945117.9663521"	"40020332.1039206"	"40983915.0826659"	"24799980.0742188"	"23806324.8359375"	"23921888.9726563"	"19066333.8981934"	"27977011.7087402"	"18514947.1757813"	"32367252.9248047"	"33925305.9882813"	"38449654"	"43496969.5078125"	"38160688.4824219"	"39170681.7304688"	"22421256.189209"	"22797905.6459961"	"23517949.015625"	"19813112.9101563"	"27659214.166748"	"18204583.5048828"	"32135581.6523438"	"33552893.6538086"	"38112783.5817871"	"41758570"	"39187337.3339844"	"40427091.8125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
