"Proteins Unique Sequence ID"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of Protein Unique Peptides"	"Number of Unique Peptides"	"Score Sequest HT Sequest HT"	"Number of Razor Peptides"	"Abundance Ratio Heavy Sample  Light Control"	"Abundance Ratio log2 Heavy Sample  Light Control"	"Abundance Ratio Adj P-Value Heavy Sample  Light Control"	"Abundance Ratio Variability in Percent Heavy Sample  Light Control"	"Abundance Ratios by Bio Rep Heavy Samplerep1  Light Controlrep1"	"Abundance Ratios by Bio Rep Heavy Samplerep2  Light Controlrep2"	"Abundance Ratios by Bio Rep Heavy Samplerep3  Light Controlrep3"	"Abundance Ratios by Bio Rep Heavy Samplerep4  Light Controlrep4"	"Abundance Ratios by Bio Rep Heavy Samplerep5  Light Controlrep5"	"Abundance Ratios by Bio Rep Heavy Samplerep6  Light Controlrep6"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep1  Light Controlrep1"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep2  Light Controlrep2"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep3  Light Controlrep3"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep4  Light Controlrep4"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep5  Light Controlrep5"	"Abundance Ratios log2 by Bio Rep Heavy Samplerep6  Light Controlrep6"	"Abundances Grouped Light Control"	"Abundances Grouped Heavy Sample"	"Abundances by Bio Rep Light Controlrep1"	"Abundances by Bio Rep Light Controlrep2"	"Abundances by Bio Rep Light Controlrep3"	"Abundances by Bio Rep Light Controlrep4"	"Abundances by Bio Rep Light Controlrep5"	"Abundances by Bio Rep Light Controlrep6"	"Abundances by Bio Rep Heavy Samplerep1"	"Abundances by Bio Rep Heavy Samplerep2"	"Abundances by Bio Rep Heavy Samplerep3"	"Abundances by Bio Rep Heavy Samplerep4"	"Abundances by Bio Rep Heavy Samplerep5"	"Abundances by Bio Rep Heavy Samplerep6"	"Abundances Scaled F1 Light Control rep1"	"Abundances Scaled F2 Light Control rep2"	"Abundances Scaled F3 Light Control rep3"	"Abundances Scaled F4 Light Control rep4"	"Abundances Scaled F5 Light Control rep5"	"Abundances Scaled F6 Light Control rep6"	"Abundances Scaled F1 Heavy Sample rep1"	"Abundances Scaled F2 Heavy Sample rep2"	"Abundances Scaled F3 Heavy Sample rep3"	"Abundances Scaled F4 Heavy Sample rep4"	"Abundances Scaled F5 Heavy Sample rep5"	"Abundances Scaled F6 Heavy Sample rep6"	"Abundances Normalized F1 Light Control rep1"	"Abundances Normalized F2 Light Control rep2"	"Abundances Normalized F3 Light Control rep3"	"Abundances Normalized F4 Light Control rep4"	"Abundances Normalized F5 Light Control rep5"	"Abundances Normalized F6 Light Control rep6"	"Abundances Normalized F1 Heavy Sample rep1"	"Abundances Normalized F2 Heavy Sample rep2"	"Abundances Normalized F3 Heavy Sample rep3"	"Abundances Normalized F4 Heavy Sample rep4"	"Abundances Normalized F5 Heavy Sample rep5"	"Abundances Normalized F6 Heavy Sample rep6"	"Abundance F1 Light Control rep1"	"Abundance F2 Light Control rep2"	"Abundance F3 Light Control rep3"	"Abundance F4 Light Control rep4"	"Abundance F5 Light Control rep5"	"Abundance F6 Light Control rep6"	"Abundance F1 Heavy Sample rep1"	"Abundance F2 Heavy Sample rep2"	"Abundance F3 Heavy Sample rep3"	"Abundance F4 Heavy Sample rep4"	"Abundance F5 Heavy Sample rep5"	"Abundance F6 Heavy Sample rep6"	"Found in Sample in S1 F1 Light Control rep1"	"Found in Sample in S2 F2 Light Control rep2"	"Found in Sample in S3 F3 Light Control rep3"	"Found in Sample in S4 F4 Light Control rep4"	"Found in Sample in S5 F5 Light Control rep5"	"Found in Sample in S6 F6 Light Control rep6"	"Found in Sample in S7 F1 Heavy Sample rep1"	"Found in Sample in S8 F2 Heavy Sample rep2"	"Found in Sample in S9 F3 Heavy Sample rep3"	"Found in Sample in S10 F4 Heavy Sample rep4"	"Found in Sample in S11 F5 Heavy Sample rep5"	"Found in Sample in S12 F6 Heavy Sample rep6"	"Number of Protein Groups"
"4154359228263867930"	"High"	"IsMasterProtein"	"P46781"	"40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3"	"0.000"	"False"	"87.069"	"40"	"13"	"3"	"13"	"363.06"	"0"	"1.371"	"0.46"	"0.817982140839003"	"0.44"	"1.371"	"1.412"	"1.371"	"1.369"	"1.377"	"1.359"	"0.45"	"0.50"	"0.46"	"0.45"	"0.46"	"0.44"	"85.4"	"114.6"	"82.3"	"90.7"	"89.4"	"80.5"	"83.8"	"85.2"	"111.3"	"122.6"	"121.5"	"106.0"	"112.4"	"114.3"	"82.3"	"90.7"	"89.4"	"80.5"	"83.8"	"85.2"	"111.3"	"122.6"	"121.5"	"106.0"	"112.4"	"114.3"	"63283111.4706875"	"69681014.7009591"	"68740253.5111048"	"61909186.7901959"	"64378939.2332764"	"65452235.9440397"	"85572431.5393911"	"94198150.1580392"	"93375979.5492656"	"81487051.8245981"	"86369538.3920188"	"87890385.7818583"	"60372916.484375"	"57277566.7460938"	"55120922.1464844"	"48384464.5219727"	"64378939.2332764"	"47062066.390625"	"72998293.5875244"	"69816578.5600586"	"67554433.4946289"	"57534456.5361328"	"76862505.8972168"	"56607604.0629883"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"8827666052570193854"	"High"	"IsMasterProtein"	"Q15056"	"Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5"	"0.000"	"False"	"86.807"	"48"	"8"	"8"	"8"	"259.82"	"0"	"1.277"	"0.35"	"0.866745882371738"	"5.71"	"1.341"	"1.036"	"1.247"	"1.206"	"1.312"	"1.308"	"0.42"	"0.05"	"0.32"	"0.27"	"0.39"	"0.39"	"77.7"	"122.3"	"81.2"	"72.6"	"69.1"	"91.1"	"84.8"	"75.8"	"124.5"	"73.5"	"108.5"	"145.5"	"151.1"	"122.3"	"81.2"	"72.6"	"69.1"	"91.1"	"84.8"	"75.8"	"124.5"	"73.5"	"108.5"	"145.5"	"151.1"	"122.3"	"9381868.78392676"	"8385336.9802419"	"7982153.59826705"	"10527183.5433839"	"9803540.0586676"	"8757856.93823475"	"14382671.9975581"	"8494586.69591062"	"12537261.0108879"	"16813494.3689542"	"17464307.6627927"	"14132729.8750937"	"8950425.59375"	"6707468.39453125"	"6228308.6171875"	"8227408"	"9600384.78125"	"6297154.5390625"	"12382569.15625"	"6338723.046875"	"9070293.765625"	"11871275.734375"	"15541943.09375"	"9196549.5625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"-5588804604694799714"	"High"	"IsMasterProtein"	"P36957"	"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4"	"0.000"	"False"	"86.397"	"32"	"9"	"3"	"9"	"206.30"	"0"	"0.937"	"-0.09"	"0.918820361129037"	"4.31"	"0.914"	"1.048"	"0.925"	"0.907"	"1.064"	"0.949"	"-0.13"	"0.07"	"-0.11"	"-0.14"	"0.09"	"-0.08"	"102.9"	"97.1"	"108.2"	"90.4"	"102.8"	"121.3"	"95.8"	"96.9"	"90.5"	"96.0"	"92.4"	"108.6"	"105.3"	"91.8"	"108.2"	"90.4"	"102.8"	"121.3"	"95.8"	"96.9"	"90.5"	"96.0"	"92.4"	"108.6"	"105.3"	"91.8"	"14434388.2073285"	"12062853.7162744"	"13720646.450652"	"16188407.0538917"	"12780930.5"	"12928857.0530481"	"12075096.0427496"	"12814595.4777451"	"12327015.6768721"	"14484971.6581787"	"14043717.2564315"	"12243370.5881302"	"13093716.875"	"9244671.75"	"9355029.53125"	"12651876.84375"	"12780930.5"	"8513910.65625"	"9862562.375"	"9054500.125"	"8918188.21875"	"10227207.3125"	"11939884.1875"	"7967092.375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"8871370198028658557"	"High"	"IsMasterProtein"	"P62995"	"Transformer-2 protein homolog beta OS=Homo sapiens OX=9606 GN=TRA2B PE=1 SV=1"	"0.000"	"False"	"86.338"	"32"	"7"	"2"	"7"	"259.30"	"0"	"0.772"	"-0.37"	"0.760245934122731"	"3.43"	"0.786"	"0.762"	"0.843"	"0.744"	"0.751"	"0.783"	"-0.35"	"-0.39"	"-0.25"	"-0.43"	"-0.41"	"-0.35"	"110.9"	"89.1"	"119.8"	"110.3"	"98.8"	"102.5"	"110.7"	"112.4"	"98.5"	"88.4"	"89.2"	"87.8"	"88.4"	"93.1"	"119.8"	"110.3"	"98.8"	"102.5"	"110.7"	"112.4"	"98.5"	"88.4"	"89.2"	"87.8"	"88.4"	"93.1"	"15427285.1038017"	"14204816.1119027"	"12721256.748781"	"13189089.1182376"	"14247290.6875"	"14467808.6608589"	"12680600.939028"	"11382761.9125395"	"11485477.3656286"	"11306300.6626434"	"11379313.2442077"	"11983317.1153503"	"14717831.875"	"11676312.5"	"10200826.546875"	"10307791.90625"	"14247290.6875"	"10402776.34375"	"8833558.59375"	"6541506.21875"	"8309363.078125"	"6127426.296875"	"7809315.34375"	"7797868.546875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"5418263341405407154"	"High"	"IsMasterProtein"	"F8VRH0"	"Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=2"	"0.000"	"False"	"85.806"	"45"	"6"	"1"	"3"	"211.72"	"0"	"0.911"	"-0.13"	"0.986532623316079"	"4.13"	"0.926"	"0.938"	"0.834"	"0.941"	"0.896"	"0.887"	"-0.11"	"-0.09"	"-0.26"	"-0.09"	"-0.16"	"-0.17"	"106.1"	"93.9"	"112.8"	"95.4"	"101.3"	"95.1"	"120.0"	"106.0"	"104.5"	"89.5"	"84.5"	"89.4"	"107.6"	"94.0"	"112.8"	"95.4"	"101.3"	"95.1"	"120.0"	"106.0"	"104.5"	"89.5"	"84.5"	"89.4"	"107.6"	"94.0"	"857280.889801977"	"725053.440421198"	"769524.801676847"	"722531.853472174"	"912196.5"	"805171.358468845"	"794148.316358162"	"680073.120379899"	"641913.193100287"	"679669.430679657"	"817489.373923121"	"714255.217159581"	"817857.1875"	"595991.5625"	"617060.8125"	"564687.0625"	"912196.5"	"578941.6875"	"683711.375"	"507475.5625"	"464402.96875"	"479884.96875"	"727505.125"	"464785.1875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"-5965687288212214297"	"High"	"IsMasterProtein"	"Q7L2H7"	"Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1"	"0.000"	"False"	"85.732"	"22"	"4"	"0"	"4"	"156.56"	"0"	"1.143"	"0.19"	"0.885150269641"	"10.25"	"1.191"	"1.097"	"0.919"	"2.716"	"1.078"	"1.236"	"0.25"	"0.13"	"-0.12"	"1.44"	"0.11"	"0.31"	"70.7"	"129.3"	"79.8"	"62.9"	"67.3"	"61.6"	"75.2"	"81.6"	"117.3"	"134.0"	"136.0"	"126.3"	"122.3"	"135.8"	"79.8"	"62.9"	"67.3"	"61.6"	"75.2"	"81.6"	"117.3"	"134.0"	"136.0"	"126.3"	"122.3"	"135.8"	"2325987.65571633"	"1834731.48995042"	"1960290.65242796"	"1794468.16777272"	"2190738.59375"	"2377400.61236802"	"3418260.30191222"	"3906520.58049055"	"3964419.84177281"	"3681238.52735152"	"3565732.60847595"	"3958750.26758548"	"2219022.66210938"	"1508143.29882813"	"1571903.2578125"	"1402447.45410156"	"2190738.59375"	"1709420.37109375"	"2942905.50390625"	"2915074.37890625"	"2868126.66210938"	"2479296.46875"	"3121688.640625"	"2576065.8671875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"5966605329502245695"	"High"	"IsMasterProtein"	"P10599"	"Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3"	"0.000"	"False"	"85.727"	"79"	"8"	"8"	"8"	"364.04"	"0"	"1.555"	"0.64"	"0.66288759205257"	"13.78"	"1.762"	"1.375"	"1.664"	"1.635"	"1.372"	"1.479"	"0.82"	"0.46"	"0.73"	"0.71"	"0.46"	"0.56"	"76.5"	"123.5"	"76.1"	"80.4"	"74.5"	"73.3"	"77.6"	"75.1"	"120.8"	"127.6"	"122.1"	"122.1"	"129.1"	"121.3"	"76.1"	"80.4"	"74.5"	"73.3"	"77.6"	"75.1"	"120.8"	"127.6"	"122.1"	"122.1"	"129.1"	"121.3"	"24980974.0928937"	"26396383.1528769"	"24478437.3407361"	"24079992.4294312"	"25478859.704183"	"24683319.1259346"	"39683208.216263"	"41926151.0430299"	"40121070.3397589"	"40103131.8780246"	"42394590.05346"	"39841701.9215357"	"23741053.8476563"	"21697740.8320313"	"19628586.890625"	"18756628.1328125"	"25395268.1953125"	"17748026.2773438"	"34079320.7070313"	"31285602.1601563"	"28971916.578125"	"28315073.9453125"	"37656855.6015625"	"25926072.9960938"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"152076562272560972"	"High"	"IsMasterProtein"	"Q13409"	"Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3"	"0.000"	"False"	"85.574"	"19"	"5"	"3"	"5"	"159.09"	"0"	"1.047"	"0.07"	"0.9496069662676"	"12.97"	"0.937"	"1.021"	"1.239"	"0.793"	"1.120"	"1.074"	"-0.09"	"0.03"	"0.31"	"-0.33"	"0.16"	"0.10"	"94.8"	"105.2"	"114.0"	"109.0"	"86.3"	"85.7"	"86.7"	"103.4"	"105.3"	"117.0"	"101.7"	"67.5"	"118.4"	"105.0"	"114.0"	"109.0"	"86.3"	"85.7"	"86.7"	"103.4"	"105.3"	"117.0"	"101.7"	"67.5"	"118.4"	"105.0"	"4118012.17032089"	"3939547.11433869"	"3117760.61019889"	"3095157.06205069"	"3134379.59375"	"3735705.7043936"	"3805121.26918677"	"4229138.84519342"	"3675947.24525237"	"2438957.60352415"	"4277065.19049216"	"3792638.77296708"	"3928637.5"	"3238294.875"	"2500046.640625"	"2418986.984375"	"3134379.59375"	"2686081.34375"	"3275968.28125"	"3155814.5"	"1592968.140625"	"1722041.6875"	"2016281.625"	"2467972.625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"844941694654797990"	"High"	"IsMasterProtein"	"P14923"	"Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3"	"0.000"	"False"	"85.499"	"28"	"11"	"6"	"8"	"260.40"	"0"	"0.758"	"-0.40"	"0.8349817657123"	"13.12"	"0.829"	"0.717"	"0.859"	"0.694"	"0.656"	"0.802"	"-0.27"	"-0.48"	"-0.22"	"-0.53"	"-0.61"	"-0.32"	"123.7"	"76.3"	"121.3"	"125.6"	"109.9"	"116.4"	"154.3"	"121.7"	"79.7"	"69.5"	"72.1"	"72.7"	"79.6"	"77.2"	"121.3"	"125.6"	"109.9"	"116.4"	"154.3"	"121.7"	"79.7"	"69.5"	"72.1"	"72.7"	"79.6"	"77.2"	"2733937.30780432"	"2831585.01073585"	"2476616.35263149"	"2623340.54054849"	"3478775.03125"	"2743819.07583353"	"1796694.7252549"	"1565699.17307951"	"1625562.63410651"	"1639480.60053946"	"1793987.83958978"	"1741284.4927151"	"2608211.96875"	"2327553.640625"	"1606084.609375"	"1850247.0625"	"3478775.03125"	"1366823.859375"	"1411444.09375"	"1168336.234375"	"1176040.8125"	"1157565.8125"	"1596516.58984375"	"1133100.9140625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"7629254407620291846"	"High"	"IsMasterProtein"	"Q15428"	"Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2"	"0.000"	"False"	"85.316"	"21"	"7"	"4"	"7"	"150.55"	"0"	"0.854"	"-0.23"	"0.873295419764342"	"2.19"	"0.853"	"0.829"	"0.867"	"0.867"	"0.855"	"0.805"	"-0.23"	"-0.27"	"-0.21"	"-0.21"	"-0.23"	"-0.31"	"112.4"	"87.6"	"105.5"	"118.7"	"112.8"	"110.9"	"108.3"	"124.6"	"86.4"	"91.9"	"87.9"	"75.2"	"86.2"	"91.6"	"105.5"	"118.7"	"112.8"	"110.9"	"108.3"	"124.6"	"86.4"	"91.9"	"87.9"	"75.2"	"86.2"	"91.6"	"7326812.0358812"	"8245933.52237874"	"7831027.50465926"	"7702022.52947167"	"7518735.4375"	"8649366.43463284"	"6002521.34881726"	"6384646.28576542"	"6105143.12872704"	"5222948.7588301"	"5985177.98444167"	"6357610.29858271"	"6404727.3125"	"6359916.53125"	"6279485.96875"	"6019433.546875"	"7518735.4375"	"6219146.703125"	"5167790.5"	"4764270"	"4416869.171875"	"3687696.53125"	"5326366.0625"	"4137068.96875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"-8740985986820790058"	"High"	"IsMasterProtein"	"P43304"	"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3"	"0.000"	"False"	"85.285"	"23"	"10"	"7"	"10"	"213.96"	"0"	"0.720"	"-0.47"	"0.703567398737586"	"8.80"	"0.772"	"0.598"	"0.687"	"0.685"	"0.794"	"0.755"	"-0.37"	"-0.74"	"-0.54"	"-0.55"	"-0.33"	"-0.41"	"121.8"	"78.2"	"126.8"	"122.8"	"127.2"	"109.4"	"118.7"	"124.2"	"81.9"	"72.0"	"74.0"	"77.4"	"81.2"	"84.2"	"126.8"	"122.8"	"127.2"	"109.4"	"118.7"	"124.2"	"81.9"	"72.0"	"74.0"	"77.4"	"81.2"	"84.2"	"11854496.0952208"	"11474513.7225963"	"11893326.0496054"	"10227542.0321849"	"11095975.09375"	"11611653.8607074"	"7655863.85055408"	"6732911.95946038"	"6920570.9442083"	"7232128.19171032"	"7592754.62590674"	"7868064.21153405"	"11309344.40625"	"9432012.84375"	"8536015.625"	"6612785.25"	"11095975.09375"	"8349117.75"	"4709285.4375"	"5024148.40625"	"4113364.625"	"3626111.1875"	"6172796.296875"	"3517927.375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"-5308082143838358470"	"High"	"IsMasterProtein"	"P42766"	"60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2"	"0.000"	"False"	"85.264"	"31"	"7"	"2"	"7"	"323.36"	"0"	"1.354"	"0.44"	"0.830024847583344"	"2.26"	"1.383"	"1.350"	"1.342"	"1.405"	"1.359"	"1.310"	"0.47"	"0.43"	"0.42"	"0.49"	"0.44"	"0.39"	"81.7"	"118.3"	"80.2"	"91.0"	"76.6"	"78.6"	"83.6"	"86.6"	"110.3"	"124.5"	"105.2"	"126.4"	"118.8"	"118.2"	"80.2"	"91.0"	"76.6"	"78.6"	"83.6"	"86.6"	"110.3"	"124.5"	"105.2"	"126.4"	"118.8"	"118.2"	"23334411.3174726"	"26485797.5655145"	"22290180.100375"	"22879044.6866088"	"24345652.65625"	"25203954.1070041"	"32114196.0190647"	"36223947.9827343"	"30618071.7566067"	"36796555.3230694"	"34571036.8959495"	"34393476.6880666"	"22261333.7578125"	"21771239.1875"	"17873883.484375"	"17880873.3134766"	"24345652.65625"	"18122378.0117188"	"27648287.6875"	"27030576.3125"	"22151162.453125"	"25980444.3222656"	"30765667.8125"	"22380765.484375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"8199308046116639924"	"High"	"IsMasterProtein"	"Q29RF7"	"Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1"	"0.000"	"False"	"85.095"	"14"	"8"	"6"	"8"	"105.61"	"0"	"0.780"	"-0.36"	"0.858025382396141"	"8.40"	"0.734"	"0.818"	"0.969"	"0.544"	"0.743"	"0.822"	"-0.45"	"-0.29"	"-0.05"	"-0.88"	"-0.43"	"-0.28"	"118.9"	"81.1"	"129.0"	"110.5"	"99.0"	"140.2"	"117.5"	"114.8"	"75.6"	"85.7"	"73.8"	"80.5"	"95.4"	"77.9"	"129.0"	"110.5"	"99.0"	"140.2"	"117.5"	"114.8"	"75.6"	"85.7"	"73.8"	"80.5"	"95.4"	"77.9"	"2936892.7239397"	"2515855.86998824"	"2255323.84339906"	"3193212.23274491"	"2676081.72543055"	"2614558.68910165"	"1720466.59386841"	"1951745.7985184"	"1679792.5552328"	"1833452.8288219"	"2172342.71923212"	"1774941.47645108"	"2146534.50390625"	"1956088.8515625"	"1422649.9140625"	"2495620.95703125"	"2531940.43261719"	"1812681.28320313"	"863172.087890625"	"971687.921875"	"1215274.3671875"	"1158502.71875"	"1842753.75"	"749731.53125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"-7584305257512781001"	"High"	"IsMasterProtein"	"H9KV28"	"Protein diaphanous homolog 1 OS=Homo sapiens OX=9606 GN=DIAPH1 PE=1 SV=2"	"0.000"	"False"	"84.855"	"15"	"11"	"0"	"11"	"104.56"	"0"	"1.360"	"0.44"	"0.719890395348072"	"10.72"	"1.555"	"1.318"	"1.208"	"1.504"	"1.308"	"1.403"	"0.64"	"0.40"	"0.27"	"0.59"	"0.39"	"0.49"	"80.5"	"119.5"	"74.2"	"70.5"	"81.4"	"75.4"	"89.1"	"86.6"	"120.8"	"110.5"	"112.1"	"111.4"	"131.1"	"136.8"	"74.2"	"70.5"	"81.4"	"75.4"	"89.1"	"86.6"	"120.8"	"110.5"	"112.1"	"111.4"	"131.1"	"136.8"	"2417043.13124646"	"2295262.12734816"	"2652023.08097394"	"2457181.24382804"	"2901730.97070313"	"2821977.11243064"	"3934851.99583066"	"3599926.94116952"	"3652476.36935123"	"3627237.06510766"	"4268949.27237126"	"4456470.57428491"	"2305890.77734375"	"1835479.88867188"	"2126584.50195313"	"1404356.36328125"	"2901730.97070313"	"2008441.15917969"	"3099140.25585938"	"2385367.99414063"	"2642445.875"	"2450069.46289063"	"3514663.29296875"	"2750334.22851563"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"-6441918618070782743"	"High"	"IsMasterProtein"	"P51610"	"Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2"	"0.000"	"False"	"84.616"	"7"	"8"	"0"	"8"	"159.78"	"0"	"0.798"	"-0.33"	"0.826356108996518"	"2.90"	"0.791"	"0.779"	"0.756"	"0.845"	"0.805"	"0.810"	"-0.34"	"-0.36"	"-0.40"	"-0.24"	"-0.31"	"-0.30"	"109.9"	"90.1"	"116.8"	"110.4"	"112.4"	"105.0"	"111.7"	"99.3"	"91.1"	"90.9"	"93.2"	"90.1"	"93.3"	"86.0"	"116.8"	"110.4"	"112.4"	"105.0"	"111.7"	"99.3"	"91.1"	"90.9"	"93.2"	"90.1"	"93.3"	"86.0"	"8065870.75225574"	"7623512.80824154"	"7756046.37537997"	"7244998.54008182"	"7707607.03125"	"6853021.8521084"	"6285540.21950066"	"6274655.50017656"	"6430180.85741822"	"6217747.45773531"	"6439484.80746912"	"5935984.03877467"	"7694946.25"	"6266502.65625"	"5977704.75"	"5466675.53125"	"7707607.03125"	"4927522.5625"	"5073169.21875"	"4338690.625"	"4080460.40625"	"3912113.046875"	"5080348.65625"	"3144515.96875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"-7657012177295081485"	"High"	"IsMasterProtein"	"O43684"	"Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1"	"0.000"	"False"	"84.606"	"33"	"8"	"0"	"8"	"185.27"	"0"	"0.862"	"-0.21"	"0.850289801322206"	"3.19"	"0.803"	"0.852"	"0.887"	"0.884"	"0.873"	"0.847"	"-0.32"	"-0.23"	"-0.17"	"-0.18"	"-0.20"	"-0.24"	"106.8"	"93.2"	"106.1"	"113.2"	"105.8"	"107.8"	"106.2"	"107.4"	"87.9"	"93.1"	"95.3"	"93.3"	"90.9"	"93.1"	"106.1"	"113.2"	"105.8"	"107.8"	"106.2"	"107.4"	"87.9"	"93.1"	"95.3"	"93.3"	"90.9"	"93.1"	"17230746.4108006"	"18386098.9028542"	"17192161.0155517"	"17513252.6430928"	"17247896.9375"	"17447789.5843458"	"14285777.5257489"	"15120270.479606"	"15479938.5904819"	"15154953.0766873"	"14773464.233452"	"15129758.9448261"	"16438357.5625"	"15113313.3125"	"13785921.9375"	"13687295.78125"	"17247896.9375"	"12545469.53125"	"12299149.15625"	"11282857"	"11199223.6875"	"10042456.03125"	"13147291.3125"	"9845343.34375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"3271098639454742173"	"High"	"IsMasterProtein"	"Q9H9B4"	"Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4"	"0.000"	"False"	"84.541"	"38"	"7"	"3"	"6"	"295.13"	"1"	"0.836"	"-0.26"	"0.864202987495452"	"6.98"	"0.806"	"0.780"	"0.852"	"0.887"	"0.820"	"0.937"	"-0.31"	"-0.36"	"-0.23"	"-0.17"	"-0.29"	"-0.09"	"115.4"	"84.6"	"125.5"	"110.5"	"112.5"	"115.3"	"123.5"	"108.1"	"88.9"	"83.0"	"84.0"	"82.4"	"84.4"	"82.0"	"125.5"	"110.5"	"112.5"	"115.3"	"123.5"	"108.1"	"88.9"	"83.0"	"84.0"	"82.4"	"84.4"	"82.0"	"8071806.74608333"	"7105984.0661909"	"7235064.41870127"	"7413705.72887354"	"7941670.8125"	"6951075.89835989"	"5713832.10055955"	"5337665.03181272"	"5402524.47341734"	"5299840.20994358"	"5425397.75673783"	"5270925.43001704"	"6523719.59375"	"5841095.71875"	"5801599.53125"	"4826754.6875"	"7941670.8125"	"4998026.28125"	"4919247.3515625"	"3983004.890625"	"3908547.80859375"	"3741986.234375"	"4828203.03125"	"3429933.734375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
