"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance Ratio F1 Light  F1 Heavy"	"Abundance Ratio F2 Light  F2 Heavy"	"Abundance Ratio F3 Light  F3 Heavy"	"Abundance Ratio F4 Light  F4 Heavy"	"Abundance Ratio F5 Light  F5 Heavy"	"Abundance Ratio F6 Light  F6 Heavy"	"Abundance Ratio Adj P-Value F1 Light  F1 Heavy"	"Abundance Ratio Adj P-Value F2 Light  F2 Heavy"	"Abundance Ratio Adj P-Value F3 Light  F3 Heavy"	"Abundance Ratio Adj P-Value F4 Light  F4 Heavy"	"Abundance Ratio Adj P-Value F5 Light  F5 Heavy"	"Abundance Ratio Adj P-Value F6 Light  F6 Heavy"	"Abundance Ratio Variability in Percent F1 Light  F1 Heavy"	"Abundance Ratio Variability in Percent F2 Light  F2 Heavy"	"Abundance Ratio Variability in Percent F3 Light  F3 Heavy"	"Abundance Ratio Variability in Percent F4 Light  F4 Heavy"	"Abundance Ratio Variability in Percent F5 Light  F5 Heavy"	"Abundance Ratio Variability in Percent F6 Light  F6 Heavy"	"Abundances Grouped F1 Light"	"Abundances Grouped F1 Heavy"	"Abundances Grouped F2 Light"	"Abundances Grouped F2 Heavy"	"Abundances Grouped F3 Light"	"Abundances Grouped F3 Heavy"	"Abundances Grouped F4 Light"	"Abundances Grouped F4 Heavy"	"Abundances Grouped F5 Light"	"Abundances Grouped F5 Heavy"	"Abundances Grouped F6 Light"	"Abundances Grouped F6 Heavy"	"Abundances by Bio Rep F1 Light1"	"Abundances by Bio Rep F1 Heavy1"	"Abundances by Bio Rep F2 Light2"	"Abundances by Bio Rep F2 Heavy2"	"Abundances by Bio Rep F3 Light3"	"Abundances by Bio Rep F3 Heavy3"	"Abundances by Bio Rep F4 Light4"	"Abundances by Bio Rep F4 Heavy4"	"Abundances by Bio Rep F5 Light5"	"Abundances by Bio Rep F5 Heavy5"	"Abundances by Bio Rep F6 Light6"	"Abundances by Bio Rep F6 Heavy6"	"Abundances Scaled F1 Light Sample 1"	"Abundances Scaled F1 Heavy Control 1"	"Abundances Scaled F2 Light Sample 2"	"Abundances Scaled F2 Heavy Control 2"	"Abundances Scaled F3 Light Sample 3"	"Abundances Scaled F3 Heavy Control 3"	"Abundances Scaled F4 Light Sample 4"	"Abundances Scaled F4 Heavy Control 4"	"Abundances Scaled F5 Light Sample 5"	"Abundances Scaled F5 Heavy Control 5"	"Abundances Scaled F6 Light Sample 6"	"Abundances Scaled F6 Heavy Control 6"	"Abundances Normalized F1 Light Sample 1"	"Abundances Normalized F1 Heavy Control 1"	"Abundances Normalized F2 Light Sample 2"	"Abundances Normalized F2 Heavy Control 2"	"Abundances Normalized F3 Light Sample 3"	"Abundances Normalized F3 Heavy Control 3"	"Abundances Normalized F4 Light Sample 4"	"Abundances Normalized F4 Heavy Control 4"	"Abundances Normalized F5 Light Sample 5"	"Abundances Normalized F5 Heavy Control 5"	"Abundances Normalized F6 Light Sample 6"	"Abundances Normalized F6 Heavy Control 6"	"Abundance F1 Light Sample 1"	"Abundance F1 Heavy Control 1"	"Abundance F2 Light Sample 2"	"Abundance F2 Heavy Control 2"	"Abundance F3 Light Sample 3"	"Abundance F3 Heavy Control 3"	"Abundance F4 Light Sample 4"	"Abundance F4 Heavy Control 4"	"Abundance F5 Light Sample 5"	"Abundance F5 Heavy Control 5"	"Abundance F6 Light Sample 6"	"Abundance F6 Heavy Control 6"	"Found in Sample in S1 F1 Light Sample 1"	"Found in Sample in S7 F1 Heavy Control 1"	"Found in Sample in S2 F2 Light Sample 2"	"Found in Sample in S8 F2 Heavy Control 2"	"Found in Sample in S3 F3 Light Sample 3"	"Found in Sample in S9 F3 Heavy Control 3"	"Found in Sample in S4 F4 Light Sample 4"	"Found in Sample in S10 F4 Heavy Control 4"	"Found in Sample in S5 F5 Light Sample 5"	"Found in Sample in S11 F5 Heavy Control 5"	"Found in Sample in S6 F6 Light Sample 6"	"Found in Sample in S12 F6 Heavy Control 6"	"Number of Protein Groups"	"Modifications"
"-5631999146533429965"	"False"	"High"	"IsMasterProtein"	"Q02878"	"60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3"	"0.000"	"False"	"227.690"	"46"	"15"	"342"	"15"	"288"	"32.7"	"10.58"	"833.12"	"15"	"0"	"1.010"	"1.013"	"1.002"	"1.045"	"1.019"	"0.975"	"0.981925353906009"	"0.989759948358263"	"0.98273226865019"	"0.993111105811975"	"0.994612978428828"	"0.965625963987306"	"10.82"	"10.82"	"4.85"	"6.19"	"5.91"	"8.57"	"104.0"	"107.9"	"102.5"	"107.0"	"97.6"	"102.7"	"96.2"	"97.6"	"94.7"	"99.2"	"92.9"	"97.6"	"104.0"	"107.9"	"102.5"	"107.0"	"97.6"	"102.7"	"96.2"	"97.6"	"94.7"	"99.2"	"92.9"	"97.6"	"104.0"	"107.9"	"102.5"	"107.0"	"97.6"	"102.7"	"96.2"	"97.6"	"94.7"	"99.2"	"92.9"	"97.6"	"173495569.757225"	"180131987.084717"	"171054389.675976"	"178636492.114579"	"162965507.931892"	"171406337.100212"	"160579910.353355"	"162900264.898438"	"157999409.420446"	"165629211.573255"	"155071720.65572"	"162910146.97705"	"123381585.214844"	"149468194.0625"	"125330191.84375"	"152257929.21875"	"130669114.75"	"161217586.9375"	"137378761.050781"	"162900264.898438"	"132996898.46875"	"163037113.5625"	"131866258.355469"	"161643780.305664"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4773459124454051332"	"False"	"High"	"IsMasterProtein"	"P49915"	"GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1"	"0.000"	"False"	"227.076"	"53"	"22"	"167"	"22"	"693"	"76.7"	"6.87"	"464.50"	"22"	"0"	"0.870"	"0.966"	"1.010"	"1.013"	"1.033"	"1.006"	"0.829771094646348"	"0.946723764277379"	"0.98606472354549"	"0.994691804842823"	"0.996999941048924"	"0.985029292260949"	"29.99"	"26.47"	"30.30"	"16.58"	"25.02"	"16.80"	"77.9"	"106.6"	"92.6"	"106.7"	"88.1"	"95.8"	"90.1"	"102.0"	"111.8"	"115.3"	"97.9"	"115.3"	"77.9"	"106.6"	"92.6"	"106.7"	"88.1"	"95.8"	"90.1"	"102.0"	"111.8"	"115.3"	"97.9"	"115.3"	"77.9"	"106.6"	"92.6"	"106.7"	"88.1"	"95.8"	"90.1"	"102.0"	"111.8"	"115.3"	"97.9"	"115.3"	"26437579.3908046"	"36152828.39753"	"31432714.7480391"	"36195447.4759874"	"29896593.3386767"	"32513207.745187"	"30579705.1810768"	"34596109.453125"	"37921046.2451851"	"39118439.6285097"	"33202288.8629122"	"39109473.1388683"	"18801116.703125"	"29998547.5"	"23030500.28125"	"30850605.1289063"	"23971706.8671875"	"30580554.8671875"	"26161442"	"34596109.453125"	"31920255.625"	"38506235.8476563"	"28233784.875"	"38805459.3359375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"1367538517643276436"	"False"	"High"	"IsMasterProtein"	"Q13724"	"Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5"	"0.000"	"False"	"225.850"	"35"	"16"	"186"	"16"	"837"	"91.9"	"8.90"	"494.11"	"16"	"0"	"1.169"	"1.167"	"1.257"	"1.165"	"1.220"	"1.306"	"0.897646380270621"	"0.883984812856077"	"0.803847192863348"	"0.874817405416066"	"0.829058802614042"	"0.71855652473585"	"15.89"	"28.98"	"41.81"	"33.51"	"21.96"	"43.73"	"107.0"	"88.7"	"103.9"	"93.1"	"104.5"	"96.5"	"106.1"	"96.4"	"110.1"	"95.2"	"111.1"	"87.4"	"107.0"	"88.7"	"103.9"	"93.1"	"104.5"	"96.5"	"106.1"	"96.4"	"110.1"	"95.2"	"111.1"	"87.4"	"107.0"	"88.7"	"103.9"	"93.1"	"104.5"	"96.5"	"106.1"	"96.4"	"110.1"	"95.2"	"111.1"	"87.4"	"30523682.2844988"	"25323222.3769714"	"29665602.0271523"	"26578852.2614541"	"29817229.2672372"	"27553535.9907131"	"30270657.6600618"	"27516146.4765625"	"31407273.6548197"	"27157625.8758704"	"31703326.0163848"	"24946489.6329359"	"21706953.7402344"	"21012460.7949219"	"21735750.8349609"	"22654055.4980469"	"23908071.1132813"	"25915696.3457031"	"25897046.75"	"27516146.4765625"	"26437250.625"	"26732608.8916016"	"26959131.9521484"	"24752570.4472656"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4536098144612164577"	"False"	"High"	"IsMasterProtein"	"B4DY08"	"Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1"	"0.000"	"False"	"225.776"	"52"	"17"	"540"	"2"	"288"	"32.0"	"8.72"	"1148.04"	"17"	"16"	"1.199"	"1.226"	"1.204"	"1.259"	"1.213"	"1.215"	"0.858719922157284"	"0.817665205935467"	"0.867301972217332"	"0.760497079104288"	"0.829313476516277"	"0.853306554909323"	"12.47"	"18.77"	"14.98"	"14.40"	"15.84"	"15.73"	"114.4"	"92.1"	"108.8"	"87.1"	"112.0"	"89.8"	"116.4"	"93.0"	"108.6"	"86.5"	"105.7"	"85.6"	"114.4"	"92.1"	"108.8"	"87.1"	"112.0"	"89.8"	"116.4"	"93.0"	"108.6"	"86.5"	"105.7"	"85.6"	"114.4"	"92.1"	"108.8"	"87.1"	"112.0"	"89.8"	"116.4"	"93.0"	"108.6"	"86.5"	"105.7"	"85.6"	"377573979.857479"	"303828902.47845"	"359028856.44818"	"287246205.592217"	"369380240.706726"	"296302099.330207"	"384078645.858681"	"306713734.803223"	"358398074.749633"	"285399796.726893"	"348701174.62483"	"282522838.298016"	"268512194.495117"	"252108235.146973"	"263057589.701904"	"244829664.542236"	"296176716.605957"	"278689284.577637"	"328585614.4646"	"306713734.803223"	"301683610.930664"	"280933288.444092"	"296520339.024414"	"280326673.645508"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6534553132144552728"	"False"	"High"	"IsMasterProtein"	"Q09028"	"Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3"	"0.000"	"False"	"225.405"	"52"	"14"	"214"	"9"	"425"	"47.6"	"4.89"	"660.51"	"14"	"5"	"1.205"	"1.143"	"1.055"	"0.961"	"1.158"	"1.103"	"0.854265235195826"	"0.906161588074502"	"0.986096425535917"	"0.954843642372255"	"0.891102766352615"	"0.96405715183196"	"37.74"	"27.75"	"21.96"	"28.89"	"35.69"	"25.72"	"92.4"	"110.7"	"89.8"	"105.9"	"92.0"	"108.4"	"93.6"	"112.8"	"86.9"	"108.8"	"89.9"	"108.8"	"92.4"	"110.7"	"89.8"	"105.9"	"92.0"	"108.4"	"93.6"	"112.8"	"86.9"	"108.8"	"89.9"	"108.8"	"92.4"	"110.7"	"89.8"	"105.9"	"92.0"	"108.4"	"93.6"	"112.8"	"86.9"	"108.8"	"89.9"	"108.8"	"81480994.790402"	"97574004.2253213"	"79158192.3350425"	"93339332.9601838"	"81088492.4385486"	"95596686.7828035"	"82531074.0286577"	"99471054.71875"	"76643315.9336965"	"95919570.5206908"	"79302986.9194174"	"95919385.3946184"	"57945308.4375"	"80964022.1875"	"57998578.40625"	"79556273.09375"	"65018430.328125"	"89914220.34375"	"70606694.65625"	"99471054.71875"	"64514945.625"	"94418428.75"	"67435816.90625"	"95173765.09375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"-9171365705039643338"	"False"	"High"	"IsMasterProtein"	"P45974"	"Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2"	"0.000"	"False"	"225.270"	"34"	"15"	"173"	"15"	"858"	"95.7"	"5.03"	"606.62"	"15"	"0"	"0.990"	"0.980"	"0.965"	"0.981"	"1.010"	"0.991"	"0.971088056950183"	"0.959251941574303"	"0.953253772785453"	"0.967887546014242"	"0.989034979921277"	"0.973707531941448"	"9.56"	"8.06"	"30.06"	"13.91"	"25.93"	"13.76"	"126.5"	"74.0"	"117.7"	"74.3"	"126.3"	"74.3"	"128.4"	"74.3"	"133.6"	"68.3"	"125.5"	"76.7"	"126.5"	"74.0"	"117.7"	"74.3"	"126.3"	"74.3"	"128.4"	"74.3"	"133.6"	"68.3"	"125.5"	"76.7"	"126.5"	"74.0"	"117.7"	"74.3"	"126.3"	"74.3"	"128.4"	"74.3"	"133.6"	"68.3"	"125.5"	"76.7"	"40217586.2633339"	"23536376.1034502"	"37416280.5130738"	"23620981.3640361"	"40172477.6857046"	"23639143.1919334"	"40832310.7517597"	"23638751.3515625"	"42486912.5905643"	"21735635.9548159"	"39911284.4499459"	"24403540.6227185"	"28600785.3320313"	"19529788.6171875"	"27414611.3623047"	"20132962.0058594"	"32211123.4648438"	"22233983.21875"	"34932715.1171875"	"23638751.3515625"	"35763599.5019531"	"21395473.140625"	"33938823.4316406"	"24213842"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"8472695818303021401"	"False"	"High"	"IsMasterProtein"	"P22087"	"rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2"	"0.000"	"False"	"223.034"	"61"	"15"	"206"	"15"	"321"	"33.8"	"10.18"	"649.24"	"15"	"0"	"1.510"	"1.488"	"1.485"	"1.640"	"1.538"	"1.491"	"0.330517547277438"	"0.376885609057839"	"0.438199796080906"	"0.154995042391123"	"0.315624905935085"	"0.425878445555489"	"22.32"	"24.48"	"29.77"	"20.04"	"22.63"	"17.98"	"122.3"	"77.8"	"124.2"	"73.9"	"125.4"	"69.4"	"128.9"	"76.8"	"122.9"	"78.1"	"121.2"	"79.0"	"122.3"	"77.8"	"124.2"	"73.9"	"125.4"	"69.4"	"128.9"	"76.8"	"122.9"	"78.1"	"121.2"	"79.0"	"122.3"	"77.8"	"124.2"	"73.9"	"125.4"	"69.4"	"128.9"	"76.8"	"122.9"	"78.1"	"121.2"	"79.0"	"98258808.1132515"	"62492239.0611697"	"99836648.249851"	"59409818.3499704"	"100729861.034294"	"55787767.6716646"	"103615479.286993"	"61701603.734375"	"98777956.4738767"	"62758374.3333762"	"97427602.5728723"	"63472998.4327626"	"69876870.765625"	"51854211.2734375"	"73149518.7109375"	"50636999.25"	"80767285.8955078"	"52471626.4101563"	"88644751.0078125"	"61701603.734375"	"83146904.765625"	"61776205.453125"	"82848203.125"	"62979597.0625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7059158695698353069"	"False"	"High"	"IsMasterProtein"	"Q9H0U4"	"Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1"	"0.000"	"False"	"221.842"	"76"	"14"	"289"	"6"	"201"	"22.2"	"5.73"	"726.08"	"14"	"8"	"0.929"	"1.053"	"0.936"	"0.921"	"0.926"	"0.994"	"0.915725791340423"	"0.982031451101131"	"0.927370216122861"	"0.901592965349437"	"0.915460840119857"	"0.975150725645432"	"31.20"	"33.98"	"32.30"	"27.54"	"18.23"	"27.95"	"102.9"	"101.3"	"93.2"	"91.6"	"104.6"	"102.7"	"105.1"	"105.7"	"98.8"	"97.1"	"100.3"	"96.8"	"102.9"	"101.3"	"93.2"	"91.6"	"104.6"	"102.7"	"105.1"	"105.7"	"98.8"	"97.1"	"100.3"	"96.8"	"102.9"	"101.3"	"93.2"	"91.6"	"104.6"	"102.7"	"105.1"	"105.7"	"98.8"	"97.1"	"100.3"	"96.8"	"100356519.513386"	"98767773.9562769"	"90833222.9646044"	"89253354.9415856"	"101931836.760215"	"100113387.537294"	"102430341.077775"	"103067431.900391"	"96314002.1975863"	"94651035.7774836"	"97805693.0074843"	"94320972.327206"	"71368660.7763672"	"81954576.9951172"	"66552780.5600586"	"76073655.7148438"	"81731054.8920898"	"94162438.9853516"	"87630845.7285156"	"103067431.900391"	"81072857.2871094"	"93169746.5820313"	"83169714.8146973"	"93587777.1396484"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-6996937188134376608"	"False"	"High"	"IsMasterProtein"	"Q16531"	"DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1"	"0.000"	"False"	"221.757"	"30"	"21"	"184"	"21"	"1140"	"126.9"	"5.26"	"549.18"	"21"	"0"	"0.962"	"1.112"	"1.127"	"1.090"	"1.094"	"1.052"	"0.951379380760712"	"0.934715403743649"	"0.936592115634893"	"0.954843642372255"	"0.954649804749228"	"0.992739900374638"	"23.28"	"14.75"	"17.41"	"12.64"	"13.79"	"28.84"	"90.8"	"95.6"	"92.1"	"81.9"	"106.9"	"99.7"	"109.5"	"103.7"	"116.1"	"100.4"	"105.9"	"97.3"	"90.8"	"95.6"	"92.1"	"81.9"	"106.9"	"99.7"	"109.5"	"103.7"	"116.1"	"100.4"	"105.9"	"97.3"	"90.8"	"95.6"	"92.1"	"81.9"	"106.9"	"99.7"	"109.5"	"103.7"	"116.1"	"100.4"	"105.9"	"97.3"	"39846268.9344819"	"41930005.8414502"	"40422038.2771726"	"35924348.5208217"	"46891581.2733906"	"43759112.4719443"	"48054416.815633"	"45509056.0625"	"50943966.1229371"	"44037250.9533189"	"46476752.8351539"	"42676579.3669544"	"28336722.5625"	"34792278.4375"	"29616906.1875"	"30619538.3125"	"37598639.6875"	"41157979.5625"	"41111345.9375"	"45509056.0625"	"42882372.25"	"43348067.75"	"39521812.6875"	"42344837"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"197200824509217859"	"False"	"High"	"IsMasterProtein"	"P31040"	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2"	"0.000"	"False"	"219.798"	"42"	"16"	"176"	"16"	"664"	"72.6"	"7.39"	"584.13"	"16"	"0"	"1.125"	"1.113"	"1.164"	"1.108"	"1.098"	"1.209"	"0.942840183751191"	"0.934715403743649"	"0.908996041159698"	"0.9402008197096"	"0.951861502008074"	"0.856271380711925"	"22.15"	"18.42"	"11.49"	"24.18"	"17.36"	"22.91"	"112.3"	"89.4"	"106.1"	"87.0"	"116.3"	"94.4"	"111.9"	"94.0"	"102.4"	"84.6"	"112.7"	"89.0"	"112.3"	"89.4"	"106.1"	"87.0"	"116.3"	"94.4"	"111.9"	"94.0"	"102.4"	"84.6"	"112.7"	"89.0"	"112.3"	"89.4"	"106.1"	"87.0"	"116.3"	"94.4"	"111.9"	"94.0"	"102.4"	"84.6"	"112.7"	"89.0"	"40093652.6124337"	"31913976.2469133"	"37865822.9475336"	"31032752.5251764"	"41497026.1600263"	"33672528.5739929"	"39918129.8261333"	"33529473.4765625"	"36549746.4274441"	"30175990.603045"	"40230709.5178592"	"31769922.8443024"	"28512649.765625"	"26481273.3828125"	"27743987.53125"	"26450265.4609375"	"33273173.8261719"	"31670963.2480469"	"34150618.2617188"	"33529473.4765625"	"30765956.2304688"	"29703736.1953125"	"34210448.640625"	"31522962.34375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5135985212415519925"	"False"	"High"	"IsMasterProtein"	"P43686"	"26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2"	"0.000"	"False"	"219.483"	"58"	"13"	"182"	"13"	"418"	"47.3"	"5.21"	"451.46"	"13"	"0"	"0.978"	"0.883"	"0.788"	"1.017"	"0.993"	"1.015"	"0.962892721085254"	"0.847941127053996"	"0.678411824807823"	"0.996411748624763"	"0.974823147752153"	"0.991979984637332"	"48.83"	"40.63"	"46.79"	"45.00"	"30.42"	"47.26"	"4.4"	"186.6"	"4.1"	"196.4"	"3.8"	"191.0"	"4.3"	"183.1"	"4.3"	"213.6"	"3.3"	"205.2"	"4.4"	"186.6"	"4.1"	"196.4"	"3.8"	"191.0"	"4.3"	"183.1"	"4.3"	"213.6"	"3.3"	"205.2"	"4.4"	"186.6"	"4.1"	"196.4"	"3.8"	"191.0"	"4.3"	"183.1"	"4.3"	"213.6"	"3.3"	"205.2"	"17788583.1017327"	"756094641.213912"	"16461199.1964551"	"795840593.101045"	"15404976.4301112"	"773998712.28715"	"17503264.9818027"	"741825493.640625"	"17370745.08811"	"865515942.456896"	"13218678.0917956"	"831565618.230012"	"12650372.484375"	"627384965.833008"	"12060989.8242188"	"678321877.34668"	"12352028.7109375"	"727990614.575195"	"14974331.796875"	"741825493.640625"	"14621923.140625"	"851970613.517578"	"11240589.921875"	"825101521.28125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-7200056701513102621"	"False"	"High"	"IsMasterProtein"	"P12236"	"ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4"	"0.000"	"False"	"219.479"	"56"	"18"	"445"	"6"	"298"	"32.8"	"9.74"	"1124.58"	"18"	"0"	"1.459"	"1.346"	"1.383"	"1.361"	"1.386"	"1.427"	"0.423099396904851"	"0.634498449724578"	"0.63051309816658"	"0.589505982882744"	"0.565590149655015"	"0.530196035772857"	"20.13"	"11.27"	"9.73"	"8.47"	"13.82"	"24.21"	"125.5"	"80.2"	"114.1"	"73.3"	"126.0"	"80.4"	"119.4"	"80.2"	"121.5"	"79.4"	"121.4"	"78.5"	"125.5"	"80.2"	"114.1"	"73.3"	"126.0"	"80.4"	"119.4"	"80.2"	"121.5"	"79.4"	"121.4"	"78.5"	"125.5"	"80.2"	"114.1"	"73.3"	"126.0"	"80.4"	"119.4"	"80.2"	"121.5"	"79.4"	"121.4"	"78.5"	"85703545.8449877"	"54770377.5183507"	"77886240.0316197"	"50037929.705711"	"85994677.055702"	"54895708.3977882"	"81513614.2043133"	"54751695.5"	"82947641.6125196"	"54215116.9839074"	"82908825.8208076"	"53573156.6332069"	"60948180.75"	"45446839"	"57066629.0625"	"42649021.3125"	"68952310.625"	"51632593"	"69736241"	"54751695.5"	"69821647.5"	"53366650.125"	"70502065.75"	"53156710.75"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"-6993927886623036395"	"False"	"High"	"IsMasterProtein"	"P31947"	"14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1"	"0.000"	"False"	"219.473"	"73"	"18"	"249"	"16"	"248"	"27.8"	"4.74"	"596.16"	"18"	"0"	"0.927"	"0.904"	"0.890"	"0.846"	"0.846"	"0.823"	"0.898538474750421"	"0.879339766736445"	"0.870071762651477"	"0.781934542943567"	"0.791923329315208"	"0.744238968653329"	"17.93"	"19.92"	"19.70"	"14.85"	"23.59"	"17.06"	"85.9"	"72.9"	"88.1"	"80.4"	"103.9"	"90.9"	"99.4"	"90.8"	"154.7"	"114.9"	"115.0"	"103.1"	"85.9"	"72.9"	"88.1"	"80.4"	"103.9"	"90.9"	"99.4"	"90.8"	"154.7"	"114.9"	"115.0"	"103.1"	"85.9"	"72.9"	"88.1"	"80.4"	"103.9"	"90.9"	"99.4"	"90.8"	"154.7"	"114.9"	"115.0"	"103.1"	"24724726.6760528"	"20989226.1872877"	"25352470.0048263"	"23146073.6508925"	"29900090.0973656"	"26150186.0508813"	"28597641.222095"	"26127567.7109375"	"44515725.1811377"	"33072418.3290016"	"33088064.6301952"	"29670502.5186074"	"17583019.4140625"	"17416238.96875"	"18575553.28125"	"19728182.0859375"	"23974510.640625"	"24595764.453125"	"24465753.6015625"	"26127567.7109375"	"37471364"	"32554834.8125"	"28136653.546875"	"29439861.6640625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7123841880797263349"	"False"	"High"	"IsMasterProtein"	"P09382"	"Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2"	"0.000"	"False"	"219.251"	"81"	"9"	"295"	"9"	"135"	"14.7"	"5.50"	"1022.28"	"9"	"0"	"0.744"	"0.700"	"0.733"	"0.697"	"0.730"	"0.693"	"0.474863244113921"	"0.338393448322231"	"0.484887667931294"	"0.314346900350723"	"0.45883533071323"	"0.34184624187702"	"9.69"	"10.73"	"10.85"	"8.54"	"2.53"	"9.78"	"80.3"	"110.6"	"84.2"	"120.0"	"86.7"	"119.3"	"82.7"	"116.9"	"82.9"	"120.0"	"80.4"	"116.0"	"80.3"	"110.6"	"84.2"	"120.0"	"86.7"	"119.3"	"82.7"	"116.9"	"82.9"	"120.0"	"80.4"	"116.0"	"80.3"	"110.6"	"84.2"	"120.0"	"86.7"	"119.3"	"82.7"	"116.9"	"82.9"	"120.0"	"80.4"	"116.0"	"154500211.07813"	"212732152.749728"	"161844428.773378"	"230823978.7011"	"166773441.323565"	"229383183.717284"	"158999737.140751"	"224712503.75"	"159354708.765854"	"230797924.388106"	"154585941.084926"	"222994601.578081"	"109873012.8125"	"176518847.125"	"118582126.6875"	"196739090.625"	"133722394.5"	"215748168.875"	"136026896.8125"	"224712503.75"	"134137729.375"	"227185935.6875"	"131453172.5"	"221261174.0625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"-2088102652964782572"	"False"	"High"	"IsMasterProtein"	"Q13310"	"Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1"	"0.000"	"False"	"218.705"	"41"	"19"	"224"	"11"	"644"	"70.7"	"9.26"	"579.68"	"19"	"0"	"0.993"	"0.844"	"0.977"	"1.016"	"0.980"	"0.786"	"0.964444263942663"	"0.774954931791531"	"0.967551794727739"	"0.996411748624763"	"0.966479640146265"	"0.606287750491245"	"17.75"	"39.12"	"19.81"	"23.45"	"31.80"	"30.26"	"101.5"	"106.7"	"99.6"	"110.7"	"90.6"	"103.3"	"91.5"	"101.7"	"85.4"	"105.4"	"87.9"	"115.7"	"101.5"	"106.7"	"99.6"	"110.7"	"90.6"	"103.3"	"91.5"	"101.7"	"85.4"	"105.4"	"87.9"	"115.7"	"101.5"	"106.7"	"99.6"	"110.7"	"90.6"	"103.3"	"91.5"	"101.7"	"85.4"	"105.4"	"87.9"	"115.7"	"21691141.5690662"	"22795311.9763782"	"21265678.2909204"	"23636053.3012277"	"19356219.987304"	"22070107.5836154"	"19534227.9745765"	"21724623.8476563"	"18252397.0856537"	"22519350.7794352"	"18773591.5414442"	"24706325.2947318"	"15425681.6796875"	"18914875.5273438"	"15581193.4726563"	"20145808.328125"	"15520217.515625"	"20758214.359375"	"16711854.125"	"21724623.8476563"	"15364058.7070313"	"22166922.8242188"	"15964247.1367188"	"24514273.0039063"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
