"Accession","Description","Control.a.buffer16","Control.b.buffer16","Control.c.buffer16","Control.d.buffer16","Sample.a.buffer16","Sample.b.buffer16","Sample.c.buffer16","Sample.d.buffer16","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"11","P05783","Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2",4577420.20507813,2766627.22265625,4365414.60546875,4658401.02734375,88549989.7519531,49975814.7695313,76599022.5351563,80963082.7792969,0.950847766439654,0.94754457476455,0.946082320094604,0.945593082247163,0.946813447429577,78781052.6572266,4471417.40527344,20.9933115228316
"12","P02533","Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4",4840886.88085938,1304720.71728516,3526297.44628906,3210492.92236328,474939550.257813,85728063.1333008,136618808.508301,78788330.1879883,0.989910203697071,0.985008859195805,0.974838240534552,0.960847085353375,0.979923549865179,111173435.820801,3368395.18432617,24.3525982337428
"13","H0YFD6","Enoyl-CoA hydratase OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",0,50798.31640625,6452.1181640625,5399.65966796875,127681394.116699,136651756.917969,137735644.625,134767317.125,1,0.999628402583118,0.999953157979175,0.999959935068486,0.99995654652383,135709537.021484,5925.88891601562,26.9790562289445
"14","P08727","Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",3947126.81494141,2582051.56079102,3028311.84082031,3031186.83300781,90338716.1254883,46270881.2871094,76591691.5986328,44473118.4831543,0.958136590904371,0.947146437065917,0.961965439462419,0.936191323863512,0.952641513985144,61431286.4428711,3029749.33691406,21.3543140230778
"15","P13647","Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3",5254680.3046875,3825169.59375,5359185.34960938,5018050.26171875,145176201.505859,60630686.65625,105382045.0625,68218496.15625,0.965069138454528,0.940654428995348,0.951606232568793,0.931481609836157,0.94613033078207,86800270.609375,5136365.28320312,20.9590394735152
"16","P08779","Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4",8081479.41992188,352087.228515625,2104161.390625,278004.80078125,27335164.4697266,5730633.27246094,6380856.86328125,3656986.61083984,0.771816904924638,0.942116816240513,0.752014512207289,0.929350595287139,0.850583750105889,6055745.0678711,1228124.30957031,11.6260622384731
"17","A0A087WXI5","Cadherin-1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=1",9606986.82421875,793458.7109375,9445590.10449219,14261036.4492188,77187529.8251953,62736650.7404785,67332775.3427734,58713744.1416016,0.889313435974027,0.987510509303556,0.876975889634173,0.804575822856085,0.8831446628041,65034713.0416259,9526288.46435547,15.1825154875244
"18","P14923","Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3",203105.0625,726516.1015625,1282222.8828125,319864.1015625,11259401.894043,5990949.09179688,10001876.8476563,4948222.57910156,0.982280921331606,0.891846689093275,0.886369057927563,0.939282680610301,0.915564684851788,7996412.96972659,523190.1015625,18.6247550191862
"19","P08729","Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5",1982254.4453125,1375658.53515625,1851311.01171875,1389569.1015625,87669009.7421875,31378601.9472656,71083477.4375,40305114.9121094,0.977889275033905,0.958000622975612,0.974616900232627,0.966672751348665,0.970644825790646,55694296.1748047,1620440.05664062,23.3980764774525
"20","P04259","Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",9708746.45703125,1359849.53320313,1773857.47265625,2523920.765625,37263563.6523438,10123780.4121094,12391885.9804688,7615130.03515625,0.793309155235831,0.881583650842197,0.874778370896945,0.751069324415406,0.834043763066388,11257833.1962891,2148889.11914062,9.78097659960547
"21","P02538","Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3",549774.17578125,829179.84375,1020307.09375,743572.3984375,9897327.875,4225181.65625,2990910.1484375,1782036,0.947375437407531,0.835947657533004,0.745636540694171,0.705586820626064,0.790792099113587,3608045.90234375,786376.12109375,8.56702455964345
"22","P22626","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2",44847579.4296875,33523156.5117188,41298359.875,49371823.8359375,22082050.6054688,14647421.6191406,22109723.0703125,24852041.8085938,0.32992936900846,0.304074025836884,0.348689347529738,0.334825484940569,0.332377426974514,22095886.8378906,43072969.6523438,2.34772040316844
"23","P11717","Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3",0,0,112469.4921875,0,380043.359375,123320.142578125,66454.3359375,106271.5546875,1,1,0.37141132421487,1,1,114795.848632812,0,11.0286842776935
"24","P11142","Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1",2215641.19140625,3745498.97851563,4722383.3203125,4190841.4765625,9100683.47265625,7161918.6796875,9288533.25,9806172.1796875,0.804208410665124,0.656609924009029,0.662949722338745,0.700590313085021,0.681770017711883,9194608.36132812,3968170.22753907,2.81383556202065
"25","Q01085","Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1",2582242.29296875,1981541.18457031,2973403.35546875,1789943,2239381.78125,4551447.1328125,4006420.92382813,4365578.38378906,0.464445536769236,0.696686862381512,0.574000256096952,0.709213421837194,0.635343559239232,4185999.65380859,2281891.73876953,0.0168963010607381
"26","P17302","Gap junction alpha-1 protein OS=Homo sapiens OX=9606 GN=GJA1 PE=1 SV=2",376717.3125,115477.671875,224196.46875,128125.126953125,40810.8515625,149762.296875,20632.328125,0,0.0977439489720052,0.564629446990161,0.0842724727987536,0,0.0910082108853794,30721.58984375,176160.797851562,10.6233695353958
"27","P04406","Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3",8203515.48828125,2725621.73828125,6564381.24121094,10224939.3261719,20584212.4140625,6864105.96484375,8902110.34765625,6890488.56640625,0.71503428418839,0.715776941466956,0.57557399469082,0.402589325236456,0.645304139439605,7896299.45703125,7383948.3647461,-0.13634389589845
"28","Q04695","Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",176020.87109375,376642.98046875,74800.494140625,104631.8515625,6800028.28125,944992.9296875,1519280.0546875,1511599.78515625,0.974767828143153,0.715017594804744,0.953076088786345,0.935261846640422,0.944168967713384,1515439.91992188,140326.361328125,15.6266185802588
"29","Q9BUJ2","Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2",1166553.11328125,870281.08203125,1212841.0078125,619057.32421875,1077382.7578125,844779.669921875,1056229.7421875,788258.14453125,0.480130814650847,0.492565449334569,0.465489999457928,0.560114744728411,0.486348131992708,950504.706054688,1018417.09765625,-0.8361226104346
"30","P13646","Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",1459658.38671875,21804.470703125,1416398.6875,867298.17578125,356535.875,275476.265625,652916.47265625,199020.0078125,0.196309327980473,0.926653603686388,0.315522973603958,0.186642233879717,0.255916150792216,316006.0703125,1141848.43164062,0.127385368878582
"31","E9PDC3","Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1",0,0,861440.912109375,1134795.375,3185976.1953125,1860888.93945313,1965532.69921875,1213442.97265625,1,1,0.695278049764085,0.516746084939535,0.847639024882042,1913210.81933594,430720.456054688,8.1291679319854
"32","P55084","Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",131602.125,72170.4921875,147656.90625,185715.375,990469.75,189041.947265625,472989.6796875,864285.75,0.882715066715312,0.723709589257708,0.762091809420073,0.823128403790996,0.792610106605534,668637.71484375,139629.515625,7.83278784554371
"33","P08670","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",4970.54638671875,99368.3994140625,167338.793212891,115113.6640625,5415089.796875,3666322.56640625,4912896.65087891,4702924.36767578,0.999082935230989,0.973612173618072,0.96706081931547,0.976107771814128,0.9748599727161,4807910.50927735,107241.031738281,24.5043513384953
"34","P10809","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",2593281.125,2910680.43359375,2764497.18359375,2983015.125,5063648.17578125,5325865.4453125,4741069.93554688,4357082.25976563,0.661315780369632,0.64661394759568,0.631673777649159,0.593600061602555,0.63914386262242,4902359.05566406,2837588.80859375,0.476114466645313
"35","P68363","Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1",3499420.68359375,3048825.4765625,3115057.12109375,3158793.9921875,5429986.171875,4694680.03125,5056470.203125,4880505.39453125,0.608101552517953,0.606273221671179,0.61879132290712,0.607080935758412,0.607591244138183,4968487.79882812,3136925.55664062,-0.000466236110451046
"36","Q99569","Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2",740758.15625,9157.951171875,100997.44140625,296474.1171875,359526.76171875,596137.669921875,366171.195800781,247209.022949219,0.326757875026113,0.984870283456988,0.78380945688036,0.454693192963559,0.61925132492196,362848.978759766,198735.779296875,0.562608257452514
"37","F8W6I7","Helix-destabilizing protein OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2",6616667.40625,6169396.22753906,6559853.234375,8705726.29492188,5697020.9765625,3394529.59716797,5928141.14453125,7035542.625,0.462657556326862,0.354930565061336,0.474707223967413,0.446948887080884,0.454803221703873,5812581.06054688,6588260.3203125,-0.333844486939421
"38","Q02413","Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2",829243948.515625,424691812.673828,647427114.75,689504079.171875,19832089.7226563,5923737.00976563,13263090.078125,9928622.0703125,0.0233572599266907,0.0137564400870295,0.0200745977179657,0.0141952500257413,0.0171349238718535,11595856.0742188,668465596.960938,27.7192918667057
"39","F8W8I6","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1",1775904.58886719,1576266.3359375,2094301.703125,1139329.8203125,312503.358398438,563912.484375,515405.552734375,208986.890625,0.149637123727479,0.263488489383639,0.197495543447325,0.154998368654564,0.176246956050945,413954.455566406,1676085.46240235,10.3329573077007
"40","Q00839","Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6",5982771.59375,5189630.3125,6253516.21875,5820233.07226563,13924359.4375,6670405.25,7400340.5625,8228497.046875,0.699465905742103,0.562427086735812,0.541996351731361,0.585711091115924,0.574069088925868,7814418.8046875,5901502.33300781,-0.211927033524164
"41","P68133","Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",460897.3203125,305515.8515625,403722.0859375,91685,1525233.9140625,676443.359375,777279.9453125,553196.078125,0.767942161960141,0.688871138271806,0.658152928399123,0.857826499939221,0.728406650115973,726861.65234375,354618.96875,4.5532805852377
"42","Q13509","Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2",70300.8984375,46784.02734375,216676.1796875,80388.359375,414612.953125,44822.046875,219200.890625,309723.78125,0.855023942477669,0.48929120975065,0.502896127267821,0.79393525347299,0.648415690370405,264462.3359375,75344.62890625,1.17815361763552
"43","P06576","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",1491666.015625,1213048.69726563,1393232.9453125,1573286.1328125,31777812.359375,25661455.046875,25825668.6953125,34176453.953125,0.955164129752455,0.954862470808225,0.948813770529482,0.955991676330219,0.95501330028034,28801740.5273438,1442449.48046875,21.6646778784835
"44","P11021","Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2",719348.540039063,640272.086914063,526831.75390625,762596.829101563,2642082.06445313,3051977.74023438,3022084.38085938,2547751.2265625,0.785999288791585,0.826590258815571,0.851551365571776,0.769632432518162,0.806294773803578,2832083.22265626,679810.313476563,8.56389155559231
"45","Q14157","Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2",630298.7421875,816455.02734375,301876.4375,448047.69921875,22104353.84375,234128.974609375,1657943.55664063,2897570.3671875,0.97227585775481,0.222856025005244,0.845967263114707,0.866079244454814,0.85602325378476,2277756.96191406,539173.220703125,3.68201847060284
"46","P25705","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",1187994.16601563,2083909.88671875,2047996.04101563,1435179.88867188,4511022.38671875,3913245.6640625,3886059.59375,4552650.3359375,0.791544005001068,0.652516952566408,0.654874142227937,0.760317204256488,0.707595673242213,4212134.02539062,1741587.96484375,3.18824759153016
"47","Q08211","ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4",0,122790.243652344,66566.146484375,198771.91015625,340183.83203125,275118,626691.13671875,371022.8515625,1,0.691410656574316,0.903980602732635,0.651151741801439,0.797695629653475,355603.341796875,94678.1950683595,8.76233819057224
"48","P08238","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",3838895.375,5354435.640625,7602861.828125,7676728.6015625,4336796.5546875,4872802.67578125,5253775.453125,4336117.5546875,0.530450094253156,0.47645342027128,0.408643048582156,0.360956720687838,0.442548234426718,4604799.61523438,6478648.734375,-0.45326109932301
"49","P19013","Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",52063.87890625,51872.6796875,443485.84375,36085.4609375,1152919.5625,429263.3125,567189.09375,473410.8828125,0.956792867754689,0.892187072823924,0.561198336581884,0.929174249471736,0.91068066114783,520299.98828125,51968.279296875,10.4822096416009
"50","P07900","Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5",313300.6953125,296404.63671875,372084.36328125,115142.625,4642449.09375,686787.046875,1600137.5234375,2608360.4375,0.936780364496213,0.698528128680528,0.811337473847682,0.957722601239043,0.874058919171948,2104248.98046875,304852.666015625,11.8056914962994
"51","P06733","Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2",454552.484375,994076.6015625,637123.1015625,999866.1640625,27014074.890625,4628960.68359375,5491568.328125,6024211.328125,0.983451940347456,0.823213585265267,0.896042555107888,0.857651604046994,0.876847079577441,5757889.828125,815599.8515625,15.2299986289382
"52","P61978","Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1",817427.6875,190681.6953125,713953.421875,257149.29296875,553042.856445313,666614.150390625,395101.3515625,400161.0859375,0.403542315366525,0.777577721543595,0.356250530654937,0.608785588633728,0.506163952000126,476601.971191406,485551.357421875,-0.797813484102875
"53","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",955781.84375,1174132.5546875,1248761.12890625,1543365.1640625,4037635.97265625,2537778.7734375,2675347.33984375,2450293,0.808591654275413,0.683685182404239,0.681772015516168,0.613546002021232,0.682728598960203,2606563.05664062,1211446.84179688,2.44119636025122
"54","Q92945","Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4",574335.54296875,752757.01953125,579206.61328125,461879.916015625,1322653.71875,515551.90234375,598365.2109375,578810.320800781,0.697238379489624,0.406487641497929,0.508134789429494,0.556179255194543,0.532157022312019,588587.765869141,576771.078125,-0.772283564553978
"55","A0A087WVQ6","Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1",0,237350.7578125,215512.3046875,0,184792.21875,288506.91015625,231870.2109375,279779.810546875,1,0.548640683078135,0.518281789831625,1,0.774320341539067,255825.010742188,107756.15234375,5.81115234928054
"56","P31943","Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4",1310037.9609375,1761793.765625,1579703.73046875,1217999.28125,1715383.21875,1564897.3984375,1782717.15234375,1495609.4453125,0.56698988896719,0.470406575561548,0.530188579739189,0.55115147245531,0.540670026097249,1640140.30859375,1444870.84570312,-0.822264672456952
"57","P07355","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",1727552.1796875,2046462.44921875,1266825.5,2429852.06445313,11325508.140625,4594351.53515625,6290466.3515625,4500192,0.867651559305279,0.691835601172715,0.832370441041247,0.649374225927829,0.762103021106981,5442408.94335938,1887007.31445312,5.48469491625593
"58","P02768","Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2",499040.84375,12112.224609375,115287.171875,131373.5625,84684077.0195313,59989234.0576172,88697599.8554688,95047172.8085938,0.994141552266836,0.999798134119318,0.998701909421777,0.998619714552187,0.998660811986982,86690838.4375,123330.3671875,26.7293248229025
"59","P06748","Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2",340961.125,743142,198793.9453125,236064.6875,2073548.8125,1040947.5390625,1094565.921875,1196387,0.858786613505085,0.583461489051438,0.846296494613838,0.835202339066671,0.840749416840254,1145476.4609375,288512.90625,6.71503489098853
"60","P14618","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",994819.5078125,726935.78515625,555812.66796875,597958.640625,7622783.609375,3381955.10351563,6581653.71679688,5705246.70898438,0.884559604998707,0.823082236824444,0.922127455597537,0.905134196419278,0.894846900708992,6143450.21289063,662447.212890625,14.6505348501767
"61","Q9Y230","RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3",226202.484375,26868.7421875,409914.84375,136306.21875,535570.2890625,223740.666015625,435570.6875,486448.5,0.703057798516136,0.892786378691249,0.515172254758795,0.781123748008533,0.742090773262335,461009.59375,181254.3515625,3.55101053932839
"62","B4DY08","Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1",177096.71875,232026.6015625,610896.078125,159381.91796875,292101.0625,512966.5390625,767223.2265625,432548.4140625,0.622554228031103,0.688552029663193,0.556717567160467,0.730742100304575,0.655553128847148,472757.4765625,204561.66015625,0.884009722642014
"63","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",865632.22265625,857712.1640625,1189265.46484375,945349.65234375,1394889.1640625,999228.921875,1290442.09375,1515719.5625,0.617065236479468,0.538104805500885,0.520400919567231,0.615878478085075,0.57699164179298,1342665.62890625,905490.9375,-0.530129158279448
"64","A0A087WY31","YTH domain-containing family protein 3 OS=Homo sapiens OX=9606 GN=YTHDF3 PE=1 SV=1",163613.03125,326627.9609375,158602,139364.078125,167764.828125,163617.9375,88163.0390625,0,0.506264445190802,0.333746672886972,0.357275242057974,0,0.345510957472473,125890.48828125,161107.515625,3.60899705062468
"65","A0A087X0X3","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1",8600130.71679688,1316808.234375,1565686.15039063,1762720.98632813,955712.951171875,1300477.03417969,1655248.28710938,1127106.6640625,0.100013456098642,0.496880126062008,0.513903129426668,0.390025565680412,0.44345284587121,1213791.8491211,1664203.56835938,0.850811466573294
"66","Q9NZT1","Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2",17118925.890625,976872.46875,1542775.0234375,2112198.546875,48654122.7109375,1239997.296875,4191087.453125,2357690.16796875,0.739727346464851,0.559346027494497,0.730936165674764,0.527460596533255,0.64514109658463,3274388.81054688,1827486.78515625,0.618746635251564
"67","P23246","Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",49991.1328125,18469.396484375,151832.37890625,103202.44921875,356657.357421875,242798.974609375,283736.3671875,438646.3671875,0.877065490188622,0.929308716523717,0.651415809173851,0.809536449847342,0.843300970017982,320196.862304688,76596.791015625,9.15108119355666
"68","Q99623","Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2",359796.943359375,429189.91796875,604891.826171875,308710.50390625,2172878.5703125,1238500.6484375,1530768.09765625,1101447.74609375,0.857938002157354,0.74264415316948,0.716765848615252,0.781080950378264,0.761862551773872,1384634.37304688,394493.430664062,6.33423751606294
"69","P13639","Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",280108.393554688,50291.3647460938,1453027.41503906,24113.30859375,21095870.2617188,11601914.2597656,17755996.1523438,18951778.2246094,0.986896113713812,0.995683961786574,0.924357039287186,0.998729266103173,0.991290037750193,18353887.1884766,165199.879150391,24.2076188879227
"70","Q5D862","Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1",89166.78125,0,0,0,9628808.98632813,2848350.53222656,7815707.52539063,3964423.70703125,0.990824552007272,1,1,1,1,5890065.61621094,0,26.7161400082852
"71","P35232","Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1",322552.2421875,365454.529296875,331771.78515625,255373.388671875,345592.28125,671185.65234375,547295.12109375,299692.09375,0.517241807913027,0.647462508429402,0.62258642340257,0.539922051074724,0.581254237238647,446443.701171875,327162.013671875,-0.427606006057474
"72","Q5T5P2","Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2",155303.546875,1596716.6328125,1661154.25,1661429.5,3173971.609375,267550.564453125,3060393.83203125,3234292.28833008,0.953352144359876,0.143515138197759,0.648175932736587,0.660636455290342,0.654406194013465,3117182.72070312,1628935.44140625,-0.156176414690255
"73","P68104","Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1",3830532.00195313,2774276.77539063,2661034.87109375,3596023.61914063,5969495.03125,5478125.953125,5925378.765625,5745904.48828125,0.60913046576555,0.663821935664349,0.690087738178119,0.615066228535446,0.639444082099897,5835641.62695312,3185150.19726563,0.750037810651239
"74","P51991","Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2",1553590.41015625,1009847.1796875,1128737.20703125,1301034.296875,3078412.44921875,1091169.07226563,2074105.89257813,2470513.046875,0.664596405200433,0.519352989892994,0.647582734487084,0.655039648638906,0.651311191562995,2272309.46972656,1214885.75195312,0.221711170694073
"75","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",549579.2109375,572605.838378906,458765.1484375,304886.387695313,839295.591796875,1691051.34765625,1095471.78125,1085767.28125,0.604298954912635,0.747043924357717,0.70482933478505,0.780760375855088,0.725936629571384,1090619.53125,504172.1796875,2.9458962367251
"76","A0A0G2JIW1","Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1",658166.0234375,198388.810546875,295300.5625,380154.3125,1076650.1171875,683261.01953125,573470.8359375,459901.046875,0.620613384885626,0.774980038810539,0.66009405577681,0.547465166125677,0.640353720331218,628365.927734375,337727.4375,0.914472938938676
"77","Q86YZ3","Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2",0,0,0,0,5346303.72753906,780615.716796875,3075683.72192383,1125547.29345703,1,1,1,1,1,2100615.50769043,0,26.992915095867
"78","Q15233","Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4",0,27674.69921875,48679.44140625,46549.7421875,243998.734375,328141,427962.006835938,372090.5,1,0.92222181517141,0.897869894475658,0.888807292045633,0.910045854823534,350115.75,37112.220703125,18.8564338202302
