"Accession","Description","Control.a.buffer29","Control.b.buffer29","Control.c.buffer29","Control.d.buffer29","Sample.a.buffer29","Sample.b.buffer29","Sample.c.buffer29","Sample.d.buffer29","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"11","P05783","Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2",5079509.57910156,2157338.6640625,4632444.14453125,2905934.9765625,90006357.6152344,83943272.5488281,76233480.5039063,75172750.203125,0.946579762808283,0.974943979680605,0.942714509669299,0.96278196834546,0.954680865576871,80088376.5263672,3769189.56054688,20.7270824370256
"12","P02533","Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4",6239670.47363281,5274904.89892578,5389132.70507813,5177660.81689453,180724594.209961,187883701.653809,161529848.582275,168045825.12793,0.966626400589479,0.97269132868027,0.967714081025928,0.970109937525771,0.96891200927585,174385209.668945,5332018.80200195,22.0764765641153
"13","H0YFD6","Enoyl-CoA hydratase OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",876809.37890625,233984.73046875,184759.95703125,393545.433837891,149624390.837891,118444857.125,130180237.6875,126686666.66748,0.99417407052141,0.998028420847301,0.998582748741077,0.996903172985546,0.997465796916423,128433452.17749,313765.08215332,25.1902716691301
"14","P08727","Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",1153246.01660156,132242.780273438,959252.905761719,337608.705078125,70327298.4476318,79120805.9296875,74651077.6962891,49887925.296875,0.983866295014322,0.998331385575369,0.987313203128149,0.993278146030961,0.990295674579555,72489188.0719604,648430.805419922,24.4722761609617
"15","P13647","Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3",4641368.8125,5008688.88867188,4803692.08789063,5129080.3203125,161732164.640625,135009840.039063,141653434.707031,138131544.544922,0.97210272141147,0.964228385149962,0.967200694203041,0.964197557248285,0.965714539676501,139892489.625977,4906190.48828125,21.8201405506183
"16","P08779","Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4",478976.33203125,640788.40234375,674272.0625,479364.40234375,16102015.9609375,12451223.0917969,25334403.2675781,12065403.484375,0.971112927165742,0.951055007656346,0.974075109403199,0.961787702516899,0.966450314841321,14276619.5263672,560076.40234375,21.5572585948399
"17","A0A087WXI5","Cadherin-1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=1",7879137.03613281,9574396.5859375,4846703.26074219,126330161.463379,237663724.328125,213456209.081543,201940769.105957,241741749.715332,0.967911357746849,0.957071377906707,0.976561910616387,0.656778586937481,0.962491367826778,225559966.704834,8726766.81103515,14.1392944695852
"18","P14923","Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3",704592.48046875,804781.08203125,119773.0390625,446449.73828125,13963023.3691406,20741100.8759766,14326102.9804688,25137863.8105469,0.951962712434447,0.96264803252892,0.991708842101333,0.982549864492976,0.972598948510948,17533601.9282227,575521.109375,22.39700776198
"19","P08729","Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5",1453981.90625,1973478.29296875,1438174.76953125,3745819.1953125,52037127.0585938,82672085.9921875,50968851.640625,33259383.8632813,0.972818250838553,0.976685390313892,0.972557596413207,0.898775877830439,0.97268792362588,51502989.3496094,1713730.09960938,20.5607378087078
"20","P04259","Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",3834683.8125,3455702.65234375,2765126.5625,1945101.453125,30813234.171875,25091511.9453125,45265747.0234375,11514328.8046875,0.889324264325801,0.87894781676432,0.942430225476691,0.855484116647808,0.884136040545061,27952373.0585938,3110414.60742188,14.3507833833305
"21","P02538","Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3",1449226.09375,1035009.8125,1363930.25,1462176.9375,13003990.015625,4281722.375,12100751.7304688,4150135.65625,0.899729853702944,0.805329707045734,0.898703121842874,0.73946979732948,0.852016414444304,8191237.0527344,1406578.171875,9.77664581146306
"22","P22626","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2",32527764.0703125,32950820.3876953,64385469.890625,39206816.4882813,2032675.4375,1561861.625,2732717.9375,1275145.16015625,0.0588150922397994,0.0452547160613446,0.0407150137083244,0.0314990951088326,0.0429848648848345,1797268.53125,36078818.4379883,25.0240130974327
"23","P11717","Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3",16682.443359375,97857.8125,37732.34375,101751.353515625,104903,141243.4453125,133199.26171875,74527.158203125,0.862792428941793,0.590726483853386,0.779254727956684,0.422780731902434,0.684990605905035,119051.130859375,67795.078125,1.01843481619366
"24","P11142","Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1",4171063.3125,2671866.09765625,6567135.234375,3076647.3671875,12545579.6171875,9528155.203125,12003377.9296875,9884185.46875,0.750484392707072,0.780994964534599,0.64636759488781,0.762619624361126,0.756552008534099,10943781.6992188,3623855.33984375,3.66990989746221
"25","Q01085","Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1",2327573.00390625,2040403.3984375,2224857.015625,2315724.46875,4563335.28125,5378255.1171875,4485767.109375,5586210.5546875,0.662225514026926,0.724963294355704,0.668457512418787,0.70694210191789,0.687699807168339,4970795.19921875,2270290.7421875,1.86336054989801
"26","P17302","Gap junction alpha-1 protein OS=Homo sapiens OX=9606 GN=GJA1 PE=1 SV=2",485232.31640625,423578.84375,451470.75,256472.9140625,776693.9140625,784543.3984375,543606.9453125,263580.1171875,0.615482819288091,0.649390741301938,0.546295980578464,0.506833152292101,0.580889399933278,660150.4296875,437524.796875,-0.548597389132421
"27","P04406","Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3",8487448.83203125,12525445.4179688,9306893.890625,10151040.0820313,12551213.140625,9885761.9375,10985046.6171875,9462292.5390625,0.596578487592875,0.441107959098316,0.541350227838397,0.482441853297586,0.511896040567992,10435404.2773438,9728966.98632815,-0.847354323296929
"28","Q04695","Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",746539.96875,606130.3203125,626006.859375,449455.3515625,8360399.28125,1488424.9609375,9320560.7734375,4497357.515625,0.918025151123084,0.710616222098101,0.937063026916956,0.909142439055303,0.913583795089194,6428878.3984375,616068.58984375,12.3654010144505
"29","Q9BUJ2","Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2",2322388.02832031,1827526.87402344,2687896.40234375,2066564.39453125,3422787.33789063,2921122.23242188,3442495.84472656,3293098.73046875,0.595767251600542,0.615148048832889,0.56154577162199,0.614422707857922,0.605094979729232,3357943.03417969,2194476.21142578,-0.34508670444594
"30","P13646","Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",1540438.63671875,2308735.171875,571572.267578125,1249773.875,32389899.0234375,8756836.21875,992764.578125,1849316.4609375,0.954599961481443,0.791358702558188,0.634623278772661,0.596728801188064,0.712990990665424,5303076.33984375,1395106.25585938,4.09949185729741
"31","E9PDC3","Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1",1433656.59375,2737844.59765625,2140497.375,869556.0234375,6280070.3515625,4730952.0625,6972445.1640625,4741678.5,0.814142164492715,0.63342895485938,0.765114575690038,0.845033027971748,0.789628370091377,5510874.42578125,1787076.984375,5.15516656654134
"32","P55084","Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",958517.98828125,1067988.76953125,503430.498046875,748695.11328125,1301179.62890625,1105794.08007813,1419545.82421875,644124.6328125,0.57582024205776,0.50869574220665,0.738202445751521,0.462460870919577,0.542257992132205,1203486.85449219,853606.55078125,-0.626597913087287
"33","P08670","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",0,571071.25,127050.078125,2049501.5,9245008.3046875,5161866.546875,8532266.3046875,8218096.0859375,1,0.900387677272325,0.985327932078198,0.800391329827048,0.942857804675261,8375181.1953125,349060.6640625,17.1321372407444
"34","P10809","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",2453638.00390625,2500770.1171875,3486538.09375,3348354.046875,4621607.10351563,1768920.38671875,3909475.09375,2084765.90625,0.6532080561658,0.414297098372915,0.528592228628987,0.383714315943069,0.471444663500951,2997120.5,2924562.08203125,-0.79778358709719
"35","P68363","Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1",4309095.359375,2457343.21875,3763844.7890625,2693299.38671875,7356329.20703125,3967015.5546875,6112548.99609375,5392059.625,0.630609641779845,0.617495954785361,0.618904949424011,0.666891800003545,0.624757295601928,5752304.31054688,3228572.08789062,0.283793879390219
"36","Q99569","Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2",531812.306640625,197172.455078125,778601.963867188,790634.818847656,5475153.84765625,4428801.46240234,3801668.515625,5097642.48828125,0.91146740418036,0.95737709321424,0.830009610272293,0.8657273124874,0.88859735833388,4763221.9753418,655207.135253906,14.3122019455336
"37","F8W6I7","Helix-destabilizing protein OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2",3773690.703125,1578085.75,4086118.59375,2675638.0546875,1982139.07617188,1134452.125,2314245.953125,1184296.2890625,0.344370690617264,0.418225358420111,0.361580334397505,0.306817728902594,0.352975512507385,1583217.68261719,3224664.37890625,1.56652264959104
"38","Q02413","Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2",789189087.5625,882127286.234375,667482406.046875,608562591.71875,13493752.4101563,12446926.9980469,13574536.4863281,14513081.953125,0.0168108146059482,0.0139138003465041,0.0199315734684935,0.0232926473723445,0.0183711940372208,13534144.4482422,728335746.804688,28.0659911563448
"39","F8W8I6","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1",1041451.953125,1156232.703125,1516088.828125,909964.875,345628.125,167899.796875,156018.703125,141737.40625,0.249176763800981,0.126799845842467,0.0933066206623486,0.134769514887367,0.130784680364917,161959.25,1098842.328125,14.0789726836561
"40","Q00839","Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6",665181.84375,1741881.875,836104.3125,563857.330078125,1728608.9921875,414017.6015625,783117.03125,696528.375,0.722121985862859,0.192039381271447,0.483638036438155,0.552631128862911,0.518134582650533,739822.703125,750643.078125,-0.763140361963909
"41","P68133","Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",628684.1875,397930.015625,1085884.015625,109123.203125,1570137.75,1014893.484375,1472874.98828125,1442269.0078125,0.714081355666846,0.718344141624909,0.57562083261172,0.929661111899577,0.716212748645877,1457571.99804688,513307.1015625,3.6291773401943
"42","Q13509","Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2",88331.875,0,92291.90625,74128.8046875,0,612300.3125,81976.328125,390930.78125,0,1,0.470403159927579,0.840603641062326,0.655503400494952,236453.5546875,81230.33984375,-0.571492976387045
"43","P06576","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",1621769.6796875,250844.953125,1492502.671875,815004.3046875,42931420.40625,35188983.9101563,27652166.171875,35372076.609375,0.963599246730496,0.992921947955993,0.94878985656428,0.977478031272459,0.970538639001478,35280530.2597657,1153753.48828125,22.2300907952751
"44","P11021","Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2",1618777.609375,472819.337890625,321351.919921875,1346925.13867188,2111586.17773438,2593788.70703125,3943411.78125,3237370.515625,0.566053687587029,0.845816833790159,0.924649536893785,0.706187113518867,0.776001973654513,2915579.61132812,909872.238281252,4.94109033568569
"45","Q14157","Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2",824357.2890625,704480.828125,768777.770507813,260876.8671875,1671580.25390625,5227015.34960938,1952456.96875,1295700.80078125,0.669720385678408,0.881230501206512,0.717489358996832,0.832403565491255,0.774946462244043,1812018.61132812,736629.299316406,5.76184850721034
"46","P25705","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",1564536.2734375,606745.84375,1896250.86328125,1054228.85058594,5139581.0703125,2978660.8984375,4710585.93359375,4232030.3359375,0.766630535651937,0.830773497296483,0.71298657412301,0.800571857453841,0.783601196552889,4471308.13476562,1309382.56201172,5.91425312454367
"47","Q08211","ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4",0,0,90665.642578125,0,222345.421875,57071.8203125,198895.5390625,0,1,1,0.68688605957324,NA,1,127983.6796875,0,10.3537290054702
"48","P08238","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",3730954.34375,3517290.9453125,10316756.6875,6319566.1015625,5760220.8125,4819236.515625,5810924.2109375,5604867.9140625,0.606902803675144,0.578086803912842,0.360307489187765,0.4700321966408,0.524059500276821,5682544.36328125,5025260.22265625,-0.827876969044531
"49","P19013","Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",490088.1953125,80916.21875,363749.6015625,43319.546875,31069686.8828125,7600776.71484375,1846699.1875,1624956.0625,0.984471112544392,0.98946635599086,0.83544083746144,0.974033339196736,0.979252225870564,4723737.95117188,222332.91015625,19.5744534860039
"50","P07900","Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5",501719.9140625,2090612.625,96706.6796875,384461.296875,2762286.7890625,5574115.03125,4347246.54296875,4549425.1640625,0.846287106707794,0.727242412416928,0.978238591892807,0.922077392757443,0.884182249732618,4448335.85351562,443090.60546875,12.343806416546
"51","P06733","Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2",497808.84375,371638.359375,1588075.578125,174880.703125,7764728.7265625,4634621.984375,7631170.859375,5700075.2734375,0.939751094683231,0.925765275104207,0.827743450737429,0.970232848752796,0.932758184893719,6665623.06640625,434723.6015625,16.5962786521689
"52","P61978","Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1",242848.5703125,779817.5859375,326549.890625,0,573963.948242188,335177.95703125,781961.549804688,387773.081054688,0.702687501971432,0.300609234848434,0.705415858858055,1,0.704051680414744,480868.514648438,284699.23046875,1.39986005876558
"53","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",1477291.12890625,552030.0859375,2317811.0703125,497970.83984375,9992246.19140625,3654726.41015625,5714001.265625,2753050.640625,0.871198716421632,0.868775364951573,0.711421162077991,0.84682634586224,0.857800855406907,4684363.83789062,1014660.60742188,8.95589461356146
"54","Q92945","Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4",586488.56640625,148786.3671875,173397.83203125,168246.73046875,208714.6015625,64210.2109375,153883.79296875,0,0.262467014682092,0.301461232395092,0.470187695287659,0,0.281964123538592,109047.001953125,170822.28125,6.08199407252438
"55","A0A087WVQ6","Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1",119840.4296875,34455.75,360318.875,0,306961.96484375,63142.40234375,327182.45703125,0,0.719213314585269,0.646963091282266,0.475900833623953,NA,0.646963091282266,185052.18359375,77148.08984375,-0.230767251968966
"56","P31943","Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4",714179.1640625,302534.375,1061873.8359375,404871.84375,895156.265625,541658.890625,1377150.8203125,727880.34375,0.556227278112445,0.641629011603145,0.564631774747972,0.642576859954199,0.603130393175558,811518.3046875,559525.50390625,-0.282136515460357
"57","P07355","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",2184315.37304688,2269419.6484375,1130704.34765625,3332585.8046875,9293235.76171875,8289059.62109375,8481724.953125,6819123.72265625,0.809688029493455,0.785061883392015,0.88237059412605,0.671721713893493,0.797374956442735,8385392.28710938,2226867.51074219,6.4773604548355
"58","P02768","Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2",231980.7890625,0,402517.484375,0,89948175.1992188,91733436.7617188,84183127.0908203,72383901.3046875,0.99742758496567,1,0.995241302630056,1,0.998713792482835,87065651.1450195,115990.39453125,25.3350139480706
"59","P06748","Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2",247423.453125,160568.0703125,633564.25,98669.875,628349.109375,285856.203125,2132914.828125,767867.2421875,0.717479784456024,0.640324059719885,0.770985345593359,0.886133123390893,0.744232565024691,698108.17578125,203995.76171875,4.58328571247718
"60","P14618","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",653056.33203125,776277.91015625,834740.23046875,945561.2109375,6788698.6328125,6751940.25390625,5858895.04492188,4678470.59375,0.912244311306082,0.896884243623282,0.875293439793814,0.831871290246012,0.886088841708548,6305417.64941406,805509.0703125,13.2571353957032
"61","Q9Y230","RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3",0,21026.818359375,24743.669921875,381593.7890625,1069817.15625,529161.5625,181765.546875,505573.6171875,1,0.961782511061881,0.880181280498424,0.569873976011503,0.920981895780152,517367.58984375,22885.244140625,11.0527962436078
"62","B4DY08","Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1",599043.1875,189358.0234375,1450436.67773438,346930.59375,2908319.25683594,658826.703125,1650061.140625,238643.15625,0.829204082267746,0.776749076578017,0.532192324359746,0.407537319167739,0.654470700468882,1154443.921875,472986.890625,0.341628565046036
"63","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",1003551.14453125,229216.88671875,1030366.38671875,477617.7734375,1068529.77734375,892339.80859375,1540443.12890625,833492.2578125,0.51567955964618,0.795626126011505,0.599205471873223,0.635714957514173,0.617460214693698,980434.79296875,740584.458984375,0.347767079054901
"64","A0A087WY31","YTH domain-containing family protein 3 OS=Homo sapiens OX=9606 GN=YTHDF3 PE=1 SV=1",461936.65625,232862.328125,208791.875,611264.90234375,204104.5234375,244317.1171875,183058.65625,146136.875,0.306444300535988,0.512002601091711,0.467164496794337,0.192944985569627,0.386804398665162,193581.58984375,347399.4921875,1.19459295111187
"65","A0A087X0X3","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1",1758203.87109375,7297202.41601563,1511727.26171875,12977568.21875,1820595.546875,638907.61328125,2008838.58203125,658146.77734375,0.508716844462977,0.0805063955669294,0.570601054258794,0.0482663928904565,0.294611620014953,1239371.16210938,4527703.14355469,3.74774157943322
"66","Q9NZT1","Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2",1068225.859375,1587711.84375,1398393.1875,1317512.5859375,3494415.1328125,766753.0703125,5205994.65625,1415123.2265625,0.765875539801598,0.325659161762368,0.788263012320914,0.517860162737108,0.641867851269353,2454769.1796875,1357952.88671875,-0.310779054843557
"67","P23246","Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",123724.96484375,80744.623046875,64570.91015625,67705.671875,282214.16796875,399517.921875,741446.921875,470405.78125,0.695213013866053,0.831873994962464,0.919888980627731,0.874179091558432,0.853026543260448,434961.8515625,74225.1474609375,9.36598734926942
"68","Q99623","Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2",790089.109375,796886.6328125,710432.443359375,654500.072265625,1983429.6796875,1338269.859375,2330630.03320313,1326080.125,0.715131149465887,0.626778348224922,0.766386764877511,0.66954124192031,0.692336195693099,1660849.76953125,750260.776367188,1.99676216292135
"69","P13639","Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",163795.072265625,1361565.26171875,196297.287109375,306586.283203125,16800166.3222656,19275023.1875,19202083.25,20989911.5625,0.99034452693824,0.934021785380408,0.98988073840835,0.985603910773293,0.987742324590821,19238553.21875,251441.78515625,22.6987850515116
"70","Q5D862","Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1",0,0,0,66460.5078125,7255127.30273438,8791866.34375,6843692.3828125,6800044.2467041,1,1,1,0.990321057045976,1,7049409.84277344,0,25.2666828202369
"71","P35232","Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1",515744.81640625,0,412805.0859375,283169.3046875,615701.421875,0,753405.8984375,374725.01953125,0.544172052584925,NA,0.646028813423729,0.569582386922453,0.569582386922453,495213.220703125,347987.1953125,-0.498774976543195
"72","Q5T5P2","Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2",656719.7421875,1622086.3046875,1477219.55664063,313269.2109375,5109924.70556641,5415241.03515625,4927583.98730469,5787415.14257813,0.886117524994403,0.769502507648946,0.769357553825816,0.948650152542809,0.827810016321674,5262582.87036133,1066969.64941406,10.3481886711601
"73","P68104","Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1",5011147.609375,1913866.421875,4859526.3828125,2428275.171875,9238894.26953125,4414490.828125,6660406.90625,5963895.83203125,0.64834155211903,0.697572948828861,0.578163669799517,0.710649941386475,0.672957250473945,6312151.36914062,3643900.77734375,0.883001186405609
"74","P51991","Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2",3443.90893554688,0,272003.646484375,0,101506.405761719,253595.662109375,87018.021484375,1544953.08398438,0.967185339601115,1,0.242375403068846,1,0.983592669800557,177551.033935547,1721.95446777344,7.32070686806225
"75","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",718425.419921875,367705.6328125,766832.576171875,254853.65625,2655799.09179688,1136353.73828125,2867988.80273438,1155620.62109375,0.787084286351792,0.75552452258244,0.789031565451334,0.81931350302258,0.788057925901563,1905709.85644532,543065.526367188,6.51528389429902
"76","A0A0G2JIW1","Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1",521101.6171875,2908787.79492188,1138977.9140625,2308386.1953125,2524679.9921875,837868.91015625,1676290.32421875,1175588.984375,0.828910380316325,0.223631086622007,0.59542827977278,0.337427485485257,0.466427882629019,1425939.65429688,1723682.0546875,-0.803650724726783
"77","Q86YZ3","Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2",0,0,0,0,955858.165039063,5445198.34667969,1873848.85351563,3490801.26660156,1,1,1,1,1,2682325.0600586,0,25.5487864255457
"78","Q15233","Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4",0,0,0,0,541039.09375,117579.0703125,237119.5,427380.44921875,1,1,1,1,1,332249.974609375,0,25.5487864255457
